% of Docs Looked at,% of Docs Returned,Number of Documents,Total Number of Documents	Sample Rate:10
1,8.3333333342,0,64
2,12.2334348487,1,64
3,12.2334348487,1,64
4,15.8567941588,2,64
5,19.1828609912,3,64
6,19.1828609912,3,64
7,22.2040947168,4,64
8,24.9259382091,5,64
9,24.9259382091,5,64
10,27.3662096843,6,64
11,29.5539328035,7,64
12,29.5539328035,7,64
13,31.5276551624,8,64
14,31.5276551624,8,64
15,33.3333333309,9,64
16,35.0218871084,10,64
17,35.0218871084,10,64
18,36.6465450476,11,64
19,38.2601162412,12,64
20,38.2601162412,12,64
21,39.9123289069,13,64
22,41.6473739067,14,64
23,41.6473739067,14,64
24,43.5017809599,15,64
25,45.5027374121,16,64
26,45.5027374121,16,64
27,47.6669349506,17,64
28,47.6669349506,17,64
29,50.0000000037,18,64
30,52.496530461,19,64
31,52.496530461,19,64
32,55.1407267975,20,64
33,57.9075717872,21,64
34,57.9075717872,21,64
35,60.7644818352,22,64
36,63.6733264759,23,64
37,63.6733264759,23,64
38,66.5926924149,24,64
39,66.5926924149,24,64
40,69.4802558786,25,64
41,72.2951227261,26,64
42,72.2951227261,26,64
43,74.9999999962,27,64
44,77.5630749774,28,64
45,77.5630749774,28,64
46,79.9594976378,29,64
47,82.1723880259,30,64
48,82.1723880259,30,64
49,84.1933203467,31,64
50,86.0222678916,32,64
51,86.0222678916,32,64
52,87.6670257863,33,64
53,87.6670257863,33,64
54,89.1421595639,34,64
55,90.4675549832,35,64
56,90.4675549832,35,64
57,91.6666666692,36,64
58,92.7645788215,37,64
59,92.7645788215,37,64
60,93.7859996245,38,64
61,94.7533117936,39,64
62,94.7533117936,39,64
63,95.6847951081,40,64
64,95.6847951081,40,64
65,96.5931234541,41,64
66,97.4842198971,42,64
67,97.4842198971,42,64
68,98.3565299998,43,64
69,99.2007475721,44,64
70,99.2007475721,44,64
71,99.9999999988,45,64
72,100.730473892,46,64
73,100.730473892,46,64
74,101.362437631,47,64
75,101.86159671,48,64
76,101.86159671,48,64
77,102.190701767,49,64
78,102.190701767,49,64
79,102.311318426,50,64
80,102.18566298,51,64
81,102.18566298,51,64
82,101.778408457,52,64
83,101.058371394,53,64
84,101.058371394,53,64
85,100.0,54,64
86,98.5845984789,55,64
87,98.5845984789,55,64
88,96.8012390121,56,64
89,96.8012390121,56,64
90,94.6473311825,57,64
91,92.128837271,58,64
92,92.128837271,58,64
93,89.2601398586,59,64
94,86.0635845404,60,64
95,86.0635845404,60,64
96,82.5687345457,61,64
97,78.8113851017,62,64
98,78.8113851017,62,64
99,74.8323931229,63,64
