% of Docs Looked at,% of Docs Returned,Number of Documents,Total Number of Documents	Sample Rate:10
1,33.3059343431,103,10317
2,33.3293626153,206,10317
3,33.3332301536,309,10317
4,33.3325042381,412,10317
5,33.3228896155,515,10317
6,33.3143556296,619,10317
7,33.7638135515,722,10317
8,65.4691095278,825,10317
9,66.476454534,928,10317
10,70.4129923851,1031,10317
11,99.7055448184,1134,10317
12,99.9823838404,1238,10317
13,100.00234741,1341,10317
14,100.000674364,1444,10317
15,100.00006213,1547,10317
16,99.999997584,1650,10317
17,99.9999985234,1753,10317
18,99.9999998608,1857,10317
19,100.000000006,1960,10317
20,100.000000003,2063,10317
21,99.9999999997,2166,10317
22,99.9999999992,2269,10317
23,99.9999999992,2372,10317
24,99.9999999992,2476,10317
25,99.9999999992,2579,10317
26,99.9999999992,2682,10317
27,99.9999999992,2785,10317
28,99.9999999992,2888,10317
29,99.9999999992,2991,10317
30,99.9999999992,3095,10317
31,99.9999999992,3198,10317
32,99.9999999992,3301,10317
33,99.9999999992,3404,10317
34,99.9999999992,3507,10317
35,99.9999999992,3610,10317
36,99.9999999992,3714,10317
37,99.9999999992,3817,10317
38,99.9999999992,3920,10317
39,99.9999999992,4023,10317
40,99.9999999992,4126,10317
41,99.9999999992,4229,10317
42,99.9999999992,4333,10317
43,99.9999999992,4436,10317
44,99.9999999992,4539,10317
45,99.9999999992,4642,10317
46,99.9999999992,4745,10317
47,99.9999999992,4848,10317
48,99.9999999992,4952,10317
49,99.9999999992,5055,10317
50,99.9999999992,5158,10317
51,99.9999999992,5261,10317
52,99.9999999992,5364,10317
53,99.9999999992,5468,10317
54,99.9999999992,5571,10317
55,99.9999999992,5674,10317
56,99.9999999992,5777,10317
57,99.9999999992,5880,10317
58,99.9999999992,5983,10317
59,99.9999999992,6087,10317
60,99.9999999992,6190,10317
61,99.9999999992,6293,10317
62,99.9999999992,6396,10317
63,99.9999999992,6499,10317
64,99.9999999992,6602,10317
65,99.9999999992,6706,10317
66,99.9999999992,6809,10317
67,99.9999999992,6912,10317
68,99.9999999992,7015,10317
69,99.9999999992,7118,10317
70,99.9999999992,7221,10317
71,99.9999999992,7325,10317
72,99.9999999992,7428,10317
73,99.9999999992,7531,10317
74,99.9999999992,7634,10317
75,99.9999999992,7737,10317
76,99.9999999992,7840,10317
77,99.9999999992,7944,10317
78,99.9999999992,8047,10317
79,99.9999999992,8150,10317
80,99.9999999992,8253,10317
81,99.9999999992,8356,10317
82,99.9999999992,8459,10317
83,99.9999999992,8563,10317
84,99.9999999992,8666,10317
85,99.9999999992,8769,10317
86,99.9999999992,8872,10317
87,99.9999999992,8975,10317
88,99.9999999992,9078,10317
89,99.9999999993,9182,10317
90,99.9999999993,9285,10317
91,99.9999999989,9388,10317
92,99.9999999943,9491,10317
93,99.9999999746,9594,10317
94,100.000000066,9697,10317
95,100.000002146,9801,10317
96,100.000010126,9904,10317
97,99.9999669519,10007,10317
98,99.9991426931,10110,10317
99,99.9940677396,10213,10317
