% of Docs Looked at,% of Docs Returned,Number of Documents,Total Number of Documents	Sample Rate:10
1,25.033535524,20,2074
2,33.8280634358,41,2074
3,37.0169881549,62,2074
4,41.93459759,82,2074
5,47.818474704,103,2074
6,50.0211580045,124,2074
7,51.8784889002,145,2074
8,52.6196625523,165,2074
9,62.8416032766,186,2074
10,67.3932585743,207,2074
11,70.3923325733,228,2074
12,75.4169796154,248,2074
13,83.28668259,269,2074
14,83.4159565974,290,2074
15,83.3357676241,311,2074
16,83.1273710107,331,2074
17,88.1356211199,352,2074
18,87.7874989759,373,2074
19,87.70317083,394,2074
20,87.6836626234,414,2074
21,87.69537496,435,2074
22,87.7735311279,456,2074
23,91.2153334896,477,2074
24,91.5696525422,497,2074
25,91.6575011518,518,2074
26,91.6840600491,539,2074
27,91.6785104219,559,2074
28,91.6815814303,580,2074
29,91.6776059022,601,2074
30,91.6698286453,622,2074
31,91.6610347863,642,2074
32,91.6503892459,663,2074
33,91.6396440507,684,2074
34,91.6315724699,705,2074
35,91.6130577481,725,2074
36,91.6110422689,746,2074
37,91.6355563037,767,2074
38,91.8716900793,788,2074
39,95.745883886,808,2074
40,95.7449308869,829,2074
41,95.7581897481,850,2074
42,95.775310374,871,2074
43,95.7934564998,891,2074
44,95.8044700623,912,2074
45,95.8140906391,933,2074
46,95.8214980311,954,2074
47,95.8237543976,974,2074
48,95.8275577588,995,2074
49,95.8311195859,1016,2074
50,95.8356904615,1037,2074
51,95.8368110597,1057,2074
52,95.8467638279,1078,2074
53,95.8629496339,1099,2074
54,95.8773173354,1119,2074
55,95.9163838968,1140,2074
56,95.9829284661,1161,2074
57,96.1410132547,1182,2074
58,98.4281543372,1202,2074
59,99.781153188,1223,2074
60,99.9266880293,1244,2074
61,99.9813032997,1265,2074
62,99.9887872643,1285,2074
63,100.004652979,1306,2074
64,100.010969668,1327,2074
65,100.011933042,1348,2074
66,100.008446285,1368,2074
67,100.007202011,1389,2074
68,100.005347706,1410,2074
69,100.003536616,1431,2074
70,100.002444339,1451,2074
71,100.001415247,1472,2074
72,100.000684668,1493,2074
73,100.000222788,1514,2074
74,100.000143192,1534,2074
75,99.9999698894,1555,2074
76,99.9998953933,1576,2074
77,99.999924881,1596,2074
78,99.9999180428,1617,2074
79,99.9999334248,1638,2074
80,99.9999580567,1659,2074
81,99.9999825261,1679,2074
82,100.000005743,1700,2074
83,100.000025477,1721,2074
84,100.000036444,1742,2074
85,100.000056728,1762,2074
86,100.000044017,1783,2074
87,99.9999937331,1804,2074
88,99.999884954,1825,2074
89,99.9998245303,1845,2074
90,99.9995474486,1866,2074
91,99.9991234347,1887,2074
92,99.9985423472,1908,2074
93,99.9978744122,1928,2074
94,99.9968311781,1949,2074
95,99.9956974694,1970,2074
96,99.9947094386,1991,2074
97,99.9907820783,2011,2074
98,99.9877269828,2032,2074
99,99.9961743305,2053,2074
