% of Docs Looked at,% of Docs Returned,Number of Documents,Total Number of Documents	Sample Rate:10
1,4.56330525869,1,169
2,13.1796861671,3,169
3,20.6922739954,5,169
4,23.9364457407,6,169
5,29.3666698197,8,169
6,33.5512339164,10,169
7,35.2930679668,11,169
8,38.3856202655,13,169
9,41.3768328188,15,169
10,42.966921768,16,169
11,46.4910099275,18,169
12,50.4907747439,20,169
13,52.6146587217,21,169
14,56.8889654941,23,169
15,60.8303384951,25,169
16,64.0223905228,27,169
17,65.2447078948,28,169
18,66.8774805301,30,169
19,67.5200139851,32,169
20,67.5537525444,33,169
21,67.284635877,35,169
22,66.8923972909,37,169
23,66.7499014568,38,169
24,66.6766569299,40,169
25,66.872794937,42,169
26,67.0237214591,43,169
27,67.2740370942,45,169
28,67.2491443548,47,169
29,66.8078237648,49,169
30,66.4411077144,50,169
31,65.560475866,52,169
32,64.8114122014,54,169
33,64.6310067261,55,169
34,64.9317477575,57,169
35,66.3555020331,59,169
36,67.5167189034,60,169
37,70.6261739733,62,169
38,74.4310730103,64,169
39,76.4155973346,65,169
40,80.1538134743,67,169
41,83.1224937652,69,169
42,84.1945972533,70,169
43,85.4240449974,72,169
44,85.5340716939,74,169
45,84.8563440749,76,169
46,84.3641941059,77,169
47,83.3601925188,79,169
48,82.6261002916,81,169
49,82.4264659944,82,169
50,82.3778970558,84,169
51,82.6874378609,86,169
52,82.9098256294,87,169
53,83.3445212762,89,169
54,83.621198099,91,169
55,83.6739248654,92,169
56,83.6264821,94,169
57,83.4705940576,96,169
58,83.3478845577,98,169
59,83.3336081452,99,169
60,83.4175521167,101,169
61,83.5940980602,103,169
62,83.6743344331,104,169
63,83.713823897,106,169
64,83.4860170561,108,169
65,83.2595442859,109,169
66,82.6459879544,111,169
67,82.0281526222,113,169
68,81.8268896793,114,169
69,81.8864291141,116,169
70,82.8461619882,118,169
71,83.7321439465,119,169
72,86.3234304697,121,169
73,89.8177426185,123,169
74,93.7762958602,125,169
75,95.7477256983,126,169
76,99.2907874466,128,169
77,101.864548021,130,169
78,102.674698809,131,169
79,103.272497937,133,169
80,102.642059059,135,169
81,101.981853837,136,169
82,100.309053103,138,169
83,98.6650999277,140,169
84,98.0274463456,141,169
85,97.3751480572,143,169
86,97.7035138627,145,169
87,98.9338970647,147,169
88,99.7859489856,148,169
89,101.641658074,150,169
90,103.182561764,152,169
91,103.636437768,153,169
92,103.55571463,155,169
93,101.803330607,157,169
94,100.218454184,158,169
95,95.5980661559,160,169
96,89.1663856982,162,169
97,85.363475143,163,169
98,76.8482045919,165,169
99,67.5330938557,167,169
