% of Docs Looked at,% of Docs Returned,Number of Documents,Total Number of Documents	Sample Rate:10
1,81.7782732674,15,1573
2,77.896369699,31,1573
3,101.44815792,47,1573
4,100.472247597,62,1573
5,99.8204420463,78,1573
6,99.7704277215,94,1573
7,99.9721885393,110,1573
8,100.113849894,125,1573
9,100.043841977,141,1573
10,99.9594024266,157,1573
11,99.9550106277,173,1573
12,100.011876353,188,1573
13,100.027989788,204,1573
14,100.00733,220,1573
15,99.9846819545,235,1573
16,99.9917769916,251,1573
17,100.00470724,267,1573
18,100.007159924,283,1573
19,99.9991474063,298,1573
20,99.995782434,314,1573
21,99.9983532537,330,1573
22,100.001612077,346,1573
23,100.001502412,361,1573
24,99.999509604,377,1573
25,99.998878752,393,1573
26,99.9999791656,408,1573
27,100.000618783,424,1573
28,100.000326326,440,1573
29,99.9998064781,456,1573
30,99.9997390894,471,1573
31,100.00003703,487,1573
32,100.000170277,503,1573
33,100.000064972,519,1573
34,99.9999123842,534,1573
35,99.9999400594,550,1573
36,100.000020426,566,1573
37,100.000045172,582,1573
38,100.000000419,597,1573
39,99.9999749556,613,1573
40,99.9999870376,629,1573
41,100.000011891,644,1573
42,100.000010444,660,1573
43,99.9999983989,676,1573
44,99.9999931196,692,1573
45,99.9999989898,707,1573
46,100.000003563,723,1573
47,100.0000024,739,1573
48,99.9999991441,755,1573
49,99.9999982344,770,1573
50,99.9999999997,786,1573
51,100.000001047,802,1573
52,100.000000313,817,1573
53,99.999999469,833,1573
54,99.9999995124,849,1573
55,100.000000088,865,1573
56,100.000000416,880,1573
57,100.000000069,896,1573
58,99.9999996515,912,1573
59,99.9999996721,928,1573
60,100.000000315,943,1573
61,100.000000559,959,1573
62,99.9999999908,975,1573
63,99.9999990734,990,1573
64,99.9999995892,1006,1573
65,100.00000119,1022,1573
66,100.000001728,1038,1573
67,99.9999987233,1053,1573
68,99.9999966627,1069,1573
69,99.999999275,1085,1573
70,100.000005101,1101,1573
71,100.000003782,1116,1573
72,99.9999936237,1132,1573
73,99.9999879116,1148,1573
74,100.000000407,1164,1573
75,100.0000219,1179,1573
76,100.000009578,1195,1573
77,99.9999706559,1211,1573
78,99.9999685146,1226,1573
79,100.000032161,1242,1573
80,100.000082368,1258,1573
81,100.00001665,1274,1573
82,99.9998601792,1289,1573
83,99.9999080844,1305,1573
84,100.000160539,1321,1573
85,100.000298973,1337,1573
86,99.9998569984,1352,1573
87,99.9994543848,1368,1573
88,99.9997688109,1384,1573
89,100.000873843,1399,1573
90,100.000785372,1415,1573
91,99.9991577944,1431,1573
92,99.9978397687,1447,1573
93,100.000517124,1462,1573
94,100.004105664,1478,1573
95,100.002979525,1494,1573
96,99.9933110372,1510,1573
97,99.9858513644,1525,1573
98,100.017437303,1541,1573
99,100.271532383,1557,1573
