% of Docs Looked at,% of Docs Returned,Number of Documents,Total Number of Documents	Sample Rate:10
1,10.4546447738,3,348
2,15.3546173865,6,348
3,20.0762253626,10,348
4,22.131155905,13,348
5,23.7429847897,17,348
6,25.0956125289,20,348
7,28.2364673652,24,348
8,31.6406012145,27,348
9,36.4224775441,31,348
10,39.041562827,34,348
11,40.2157002319,38,348
12,39.6505154745,41,348
13,38.6931476961,45,348
14,39.1436670176,48,348
15,42.1082097264,52,348
16,45.5014809178,55,348
17,49.630733307,59,348
18,51.2656165761,62,348
19,51.1650144983,66,348
20,50.142827447,69,348
21,49.1164346765,73,348
22,49.2180529078,76,348
23,50.1836312994,80,348
24,50.7755082632,83,348
25,50.5640716844,87,348
26,49.776563415,90,348
27,49.0520475521,93,348
28,49.2092425142,97,348
29,50.4331679777,100,348
30,52.8468453678,104,348
31,54.3833364299,107,348
32,55.2182661692,111,348
33,55.06630825,114,348
34,54.8894666339,118,348
35,55.5235622122,121,348
36,57.6105606724,125,348
37,59.5072358081,128,348
38,61.1419725551,132,348
39,61.1518906151,135,348
40,59.9255586447,139,348
41,58.9769597149,142,348
42,58.9655853125,146,348
43,60.1485540995,149,348
44,62.5644694338,153,348
45,64.1597247958,156,348
46,65.2111218514,160,348
47,65.2665081347,163,348
48,65.0379406317,167,348
49,65.0100459514,170,348
50,65.1389951987,174,348
51,65.1020644679,177,348
52,64.8453589492,180,348
53,64.4986843189,184,348
54,64.6944495254,187,348
55,65.9762497823,191,348
56,67.5530296588,194,348
57,69.8443605886,198,348
58,71.3902369507,201,348
59,73.3024121039,205,348
60,74.8862526885,208,348
61,77.2732784188,212,348
62,78.9120496676,215,348
63,80.1576293612,219,348
64,80.2401926695,222,348
65,79.9180171751,226,348
66,80.1671640328,229,348
67,81.8456720057,233,348
68,83.7939178358,236,348
69,85.9475372252,240,348
70,86.391052372,243,348
71,85.3505135043,247,348
72,84.1708272309,250,348
73,83.6502028888,254,348
74,84.5931131626,257,348
75,87.0686833851,261,348
76,88.8639486067,264,348
77,89.8949943082,267,348
78,89.9762737219,271,348
79,89.6997255815,274,348
80,90.1053654981,278,348
81,91.3551010246,281,348
82,93.7159080752,285,348
83,95.1930651029,288,348
84,95.9035540196,292,348
85,95.5356406751,295,348
86,94.6883911831,299,348
87,94.4061200634,302,348
88,94.7702630683,306,348
89,95.2723481298,309,348
90,95.5342301109,313,348
91,95.2206015148,316,348
92,94.5212694444,320,348
93,94.3196850923,323,348
94,94.9527003927,327,348
95,95.849652517,330,348
96,96.3500756961,334,348
97,95.0669014892,337,348
98,89.8121868589,341,348
99,82.9120163204,344,348
