% of Docs Looked at,% of Docs Returned,Number of Documents,Total Number of Documents	Sample Rate:10
1,14.2857142867,0,94
2,20.8800393673,1,94
3,27.1730037455,2,94
4,33.049544547,3,94
5,38.4180119154,4,94
6,43.2146300862,5,94
7,47.4063192839,6,94
8,50.9916258369,7,94
9,53.9996353918,8,94
10,56.4868895462,9,94
11,58.5324785865,10,94
12,60.2316298218,11,94
13,61.6882393516,12,94
14,63.0068928905,13,94
15,64.2849783277,14,94
16,65.6055019419,15,94
17,65.6055019419,15,94
18,67.0311784396,16,94
19,68.600273527,17,94
20,70.324542454,18,94
21,72.1894390794,19,94
22,74.1565812341,20,94
23,76.1682656906,21,94
24,78.1536470262,22,94
25,80.0360456596,23,94
26,81.7407456871,24,94
27,83.2025935023,25,94
28,84.3727193948,26,94
29,85.2237766718,27,94
30,85.7532208733,28,94
31,85.9843245243,29,94
32,85.9648252988,30,94
33,85.7633190767,31,94
34,85.7633190767,31,94
35,85.4637144356,32,94
36,85.1582424206,33,94
37,84.9396482021,34,94
38,84.8932667308,35,94
39,85.0896954037,36,94
40,85.578721828,37,94
41,86.3850490968,38,94
42,87.5061954832,39,94
43,88.9127457943,40,94
44,90.5509167638,41,94
45,92.3471891211,42,94
46,94.2145741127,43,94
47,96.0599394526,44,94
48,97.7917319737,45,94
49,99.3274091831,46,94
50,100.599930969,47,94
51,100.599930969,47,94
52,101.562761091,48,94
53,102.192975481,49,94
54,102.492255834,50,94
55,102.48574466,51,94
56,102.218932785,52,94
57,101.752923957,53,94
58,101.158557804,54,94
59,100.509960166,55,94
60,99.8781218247,56,94
61,99.3250817345,57,94
62,98.8992131285,58,94
63,98.6319896295,59,94
64,98.5364566085,60,94
65,98.6074660757,61,94
66,98.8235676297,62,94
67,98.8235676297,62,94
68,99.150299012,63,94
69,99.5445009424,64,94
70,99.9592020418,65,94
71,100.348586442,66,94
72,100.672570219,67,94
73,100.900569657,68,94
74,101.014137249,69,94
75,101.008259926,70,94
76,100.891246017,71,94
77,100.68326012,72,94
78,100.413686134,73,94
79,100.117597804,74,94
80,99.8316853567,75,94
81,99.5900217011,76,94
82,99.420050866,77,94
83,99.3391471437,78,94
84,99.3391471437,78,94
85,99.352030707,79,94
86,99.4492415592,80,94
87,99.6067771698,81,94
88,99.7868991876,82,94
89,99.9400199871,83,94
90,100.007498125,84,94
91,99.9251090106,85,94
92,99.6269170137,86,94
93,99.0492594777,87,94
94,98.1345609342,88,94
95,96.8347247861,89,94
96,95.1138956419,90,94
97,92.9504432811,91,94
98,90.3380832941,92,94
99,87.2861142212,93,94
