% of Docs Looked at,% of Docs Returned,Number of Documents,Total Number of Documents	Sample Rate:10
1,6.55201303504,59,5971
2,17.1027242507,119,5971
3,22.0561056541,179,5971
4,25.8074688957,238,5971
5,31.6226351085,298,5971
6,35.5061062225,358,5971
7,41.5550795381,417,5971
8,44.3118526664,477,5971
9,48.8413809967,537,5971
10,55.5330133214,597,5971
11,58.6374581324,656,5971
12,59.6990397376,716,5971
13,60.5032765227,776,5971
14,62.6667256927,835,5971
15,65.0494739404,895,5971
16,68.0467028956,955,5971
17,71.2898199003,1015,5971
18,75.8857100861,1074,5971
19,78.014047369,1134,5971
20,79.9658376232,1194,5971
21,83.7824590744,1253,5971
22,83.7015172943,1313,5971
23,83.7482022107,1373,5971
24,85.0692837476,1433,5971
25,86.5769261617,1492,5971
26,86.9749424046,1552,5971
27,87.4753170707,1612,5971
28,87.482502742,1671,5971
29,88.9330993447,1731,5971
30,89.2527087938,1791,5971
31,92.3246133058,1851,5971
32,92.3125215059,1910,5971
33,92.3081718126,1970,5971
34,92.3041216658,2030,5971
35,92.2960963206,2089,5971
36,93.4088973106,2149,5971
37,94.1803441875,2209,5971
38,94.2171867276,2268,5971
39,94.1703851783,2328,5971
40,95.2087847575,2388,5971
41,95.1974844407,2448,5971
42,95.1935377988,2507,5971
43,95.1931062601,2567,5971
44,95.1935514013,2627,5971
45,95.1933991852,2686,5971
46,95.1959726243,2746,5971
47,95.2094092294,2806,5971
48,96.2020907084,2866,5971
49,97.1165421039,2925,5971
50,97.1153846156,2985,5971
51,99.0372218703,3045,5971
52,99.0395380608,3104,5971
53,99.0387717773,3164,5971
54,99.0385649179,3224,5971
55,99.0385105814,3284,5971
56,99.0386405759,3343,5971
57,99.0388556171,3403,5971
58,99.0394442288,3463,5971
59,99.0429411887,3522,5971
60,99.0519451145,3582,5971
61,99.8470569046,3642,5971
62,99.9892652238,3702,5971
63,99.9949947671,3761,5971
64,99.9982526094,3821,5971
65,99.9993836774,3881,5971
66,99.999716969,3940,5971
67,99.9998987231,4000,5971
68,99.9999638078,4060,5971
69,99.9999847452,4119,5971
70,99.9999944957,4179,5971
71,99.9999980161,4239,5971
72,99.9999992858,4299,5971
73,99.9999997166,4358,5971
74,99.9999998971,4418,5971
75,99.9999999627,4478,5971
76,99.9999999861,4537,5971
77,99.9999999949,4597,5971
78,99.9999999981,4657,5971
79,99.9999999993,4717,5971
80,99.9999999998,4776,5971
81,100.0,4836,5971
82,100.0,4896,5971
83,100.000000001,4955,5971
84,100.000000002,5015,5971
85,100.000000004,5075,5971
86,100.000000012,5135,5971
87,100.000000026,5194,5971
88,100.000000075,5254,5971
89,100.00000021,5314,5971
90,100.000000422,5373,5971
91,100.000001207,5433,5971
92,100.000003447,5493,5971
93,100.000009817,5553,5971
94,100.000017053,5612,5971
95,100.000049927,5672,5971
96,100.000145619,5732,5971
97,100.000179366,5791,5971
98,100.000598724,5851,5971
99,100.003046738,5911,5971
