% of Docs Looked at,% of Docs Returned,Number of Documents,Total Number of Documents	Sample Rate:10
1,8.76049725874,128,12807
2,13.0536418671,256,12807
3,14.9485793862,384,12807
4,16.5824207252,512,12807
5,21.0892683641,640,12807
6,26.1295439003,768,12807
7,30.5390870323,896,12807
8,32.6902823472,1024,12807
9,35.982987255,1152,12807
10,38.5941504848,1280,12807
11,42.8302539632,1408,12807
12,48.2147471428,1536,12807
13,49.8914313009,1664,12807
14,52.7123126669,1792,12807
15,54.4049543927,1921,12807
16,54.3874975804,2049,12807
17,55.2913593734,2177,12807
18,56.2426722256,2305,12807
19,57.6247716582,2433,12807
20,61.4174891312,2561,12807
21,61.4058411066,2689,12807
22,67.4092986143,2817,12807
23,67.5459160996,2945,12807
24,70.2308982761,3073,12807
25,70.1605166184,3201,12807
26,71.0522012352,3329,12807
27,71.9654101856,3457,12807
28,73.6789182506,3585,12807
29,73.6738858754,3714,12807
30,76.2637286229,3842,12807
31,76.2834844595,3970,12807
32,77.1997258711,4098,12807
33,79.0074723906,4226,12807
34,80.283551981,4354,12807
35,81.8104880513,4482,12807
36,83.3400475626,4610,12807
37,84.2075836763,4738,12807
38,84.2108481869,4866,12807
39,84.2234875999,4994,12807
40,85.1105653303,5122,12807
41,85.0880076076,5250,12807
42,85.0913448311,5378,12807
43,85.9697692383,5507,12807
44,85.9478359226,5635,12807
45,86.8433139948,5763,12807
46,87.7257377721,5891,12807
47,88.5860833916,6019,12807
48,88.5954146457,6147,12807
49,88.5958417246,6275,12807
50,90.4045270089,6403,12807
51,90.3533244854,6531,12807
52,90.3228843644,6659,12807
53,92.048870637,6787,12807
54,92.0955798147,6915,12807
55,92.9632047118,7043,12807
56,92.9779170888,7171,12807
57,93.8287323644,7299,12807
58,93.86007638,7428,12807
59,93.8598225955,7556,12807
60,93.8608318077,7684,12807
61,93.8445714082,7812,12807
62,95.6377653936,7940,12807
63,95.6137153821,8068,12807
64,95.6140938648,8196,12807
65,95.6113427094,8324,12807
66,95.6472130645,8452,12807
67,96.4883455421,8580,12807
68,97.3632616479,8708,12807
69,97.3675065671,8836,12807
70,97.368669382,8964,12807
71,97.3683851017,9092,12807
72,97.3684250853,9221,12807
73,97.3684209343,9349,12807
74,97.3684210847,9477,12807
75,97.3684084208,9605,12807
76,97.3685873986,9733,12807
77,97.3670443934,9861,12807
78,97.3761595665,9989,12807
79,98.2470162674,10117,12807
80,98.2470475268,10245,12807
81,98.2452930354,10373,12807
82,98.245819232,10501,12807
83,98.2446815123,10629,12807
84,98.2469820229,10757,12807
85,99.1087417149,10885,12807
86,99.12475642,11014,12807
87,99.1224805569,11142,12807
88,99.1228432257,11270,12807
89,99.122804346,11398,12807
90,99.1228061973,11526,12807
91,99.1228398453,11654,12807
92,99.122419476,11782,12807
93,99.1258026489,11910,12807
94,99.1022602401,12038,12807
95,100.000632404,12166,12807
96,99.9992607912,12294,12807
97,100.000114839,12422,12807
98,100.00017665,12550,12807
99,99.9989732966,12678,12807
