% of Docs Looked at,% of Docs Returned,Number of Documents,Total Number of Documents	Sample Rate:10
1,25.6583463944,105,10507
2,37.7853166715,210,10507
3,40.3163154818,315,10507
4,44.4501576132,420,10507
5,46.4955356044,525,10507
6,53.3721734734,630,10507
7,58.045630549,735,10507
8,66.7578700294,840,10507
9,71.1809960051,945,10507
10,73.4065994488,1050,10507
11,75.580866118,1155,10507
12,77.7932246675,1260,10507
13,80.2810508631,1365,10507
14,80.0876072628,1470,10507
15,86.6212743956,1576,10507
16,89.0954113527,1681,10507
17,88.9212765887,1786,10507
18,88.7683150143,1891,10507
19,91.1790032465,1996,10507
20,93.3673366757,2101,10507
21,93.3412459866,2206,10507
22,93.3323133124,2311,10507
23,93.3330075572,2416,10507
24,93.3334926047,2521,10507
25,93.3342017846,2626,10507
26,93.3300725573,2731,10507
27,93.3096802959,2836,10507
28,95.437592717,2941,10507
29,95.5461789137,3047,10507
30,95.5611492918,3152,10507
31,95.5654872001,3257,10507
32,95.3276392726,3362,10507
33,97.7914277594,3467,10507
34,97.7734180924,3572,10507
35,97.7773083247,3677,10507
36,97.7779453084,3782,10507
37,97.7777947849,3887,10507
38,97.7777713322,3992,10507
39,97.7777771634,4097,10507
40,97.7777780256,4202,10507
41,97.7777777999,4307,10507
42,97.7777777683,4412,10507
43,97.7777777776,4518,10507
44,97.7777777782,4623,10507
45,97.7777777778,4728,10507
46,97.7777777778,4833,10507
47,97.7777777778,4938,10507
48,97.7777777778,5043,10507
49,97.7777777778,5148,10507
50,97.7777777782,5253,10507
51,97.7777777777,5358,10507
52,97.7777777658,5463,10507
53,97.7777777801,5568,10507
54,97.7777780915,5673,10507
55,97.7777776766,5778,10507
56,97.7777695288,5883,10507
57,97.7777815049,5988,10507
58,97.7779802655,6094,10507
59,97.7773072295,6199,10507
60,97.7724920854,6304,10507
61,97.7918638647,6409,10507
62,99.8620891285,6514,10507
63,100.007174925,6619,10507
64,100.002635068,6724,10507
65,99.9997197934,6829,10507
66,99.9999013712,6934,10507
67,100.000011124,7039,10507
68,100.000003691,7144,10507
69,99.9999995595,7249,10507
70,99.999999862,7354,10507
71,100.000000017,7459,10507
72,100.000000004,7565,10507
73,99.9999999991,7670,10507
74,99.9999999999,7775,10507
75,100.0,7880,10507
76,100.0,7985,10507
77,100.0,8090,10507
78,100.0,8195,10507
79,100.0,8300,10507
80,100.0,8405,10507
81,100.0,8510,10507
82,100.0,8615,10507
83,100.0,8720,10507
84,100.0,8825,10507
85,100.0,8930,10507
86,100.0,9036,10507
87,100.0,9141,10507
88,100.0,9246,10507
89,100.0,9351,10507
90,100.0,9456,10507
91,99.9999999964,9561,10507
92,99.9999999981,9666,10507
93,100.000000094,9771,10507
94,100.000000037,9876,10507
95,99.9999975163,9981,10507
96,99.9999993587,10086,10507
97,100.000065499,10191,10507
98,100.000008498,10296,10507
99,99.9979679047,10401,10507
