% of Docs Looked at,% of Docs Returned,Number of Documents,Total Number of Documents	Sample Rate:10
1,11.2435560696,27,2785
2,20.4708038448,55,2785
3,21.7206501713,83,2785
4,26.6766165099,111,2785
5,26.7362639818,139,2785
6,28.2346841907,167,2785
7,37.1248980414,194,2785
8,37.5033170771,222,2785
9,37.4674373093,250,2785
10,39.3155786204,278,2785
11,40.5998514132,306,2785
12,45.5459106472,334,2785
13,48.4807317028,362,2785
14,48.206685922,389,2785
15,54.0011248097,417,2785
16,59.4157761208,445,2785
17,60.0342369299,473,2785
18,62.7481856955,501,2785
19,67.8979809842,529,2785
20,69.8156045798,557,2785
21,70.4060115512,584,2785
22,71.6377407724,612,2785
23,73.3753926862,640,2785
24,74.9388767372,668,2785
25,74.9881705064,696,2785
26,75.174128731,724,2785
27,76.8537834721,751,2785
28,78.5280213171,779,2785
29,78.5870339849,807,2785
30,80.608316627,835,2785
31,80.2082020831,863,2785
32,80.4752286846,891,2785
33,80.2729588033,919,2785
34,82.1680209731,946,2785
35,83.2790920799,974,2785
36,83.8176519985,1002,2785
37,85.5854786177,1030,2785
38,85.7202795427,1058,2785
39,85.6529844337,1086,2785
40,89.3457324251,1114,2785
41,89.2868123404,1141,2785
42,89.2837849054,1169,2785
43,89.28526064,1197,2785
44,89.2876410096,1225,2785
45,89.2829197453,1253,2785
46,89.2890453858,1281,2785
47,89.2843839115,1308,2785
48,89.2828047992,1336,2785
49,89.2977671282,1364,2785
50,89.2563556975,1392,2785
51,89.35701606,1420,2785
52,91.2112109051,1448,2785
53,91.1201179903,1476,2785
54,90.7037583314,1503,2785
55,93.4903626883,1531,2785
56,94.7372340885,1559,2785
57,94.6337712028,1587,2785
58,94.6211495689,1615,2785
59,94.7052043208,1643,2785
60,97.4741903364,1671,2785
61,98.2324959004,1698,2785
62,98.2155326327,1726,2785
63,98.2089959649,1754,2785
64,98.2200976825,1782,2785
65,98.2089535923,1810,2785
66,98.2182499003,1838,2785
67,98.2172410672,1865,2785
68,98.2020436962,1893,2785
69,98.2401644981,1921,2785
70,98.1743225161,1949,2785
71,98.257404969,1977,2785
72,99.9095064339,2005,2785
73,100.05939038,2033,2785
74,99.9612171345,2060,2785
75,100.015537265,2088,2785
76,99.9977410657,2116,2785
77,99.9967649136,2144,2785
78,100.003999914,2172,2785
79,99.9972193685,2200,2785
80,100.001297042,2228,2785
81,100.000045507,2255,2785
82,99.99961952,2283,2785
83,100.000363083,2311,2785
84,99.9997749748,2339,2785
85,100.000093092,2367,2785
86,99.9999945373,2395,2785
87,99.9999297063,2422,2785
88,100.000098306,2450,2785
89,99.9998860118,2478,2785
90,100.000084593,2506,2785
91,100.000053506,2534,2785
92,99.9996348144,2562,2785
93,100.000845473,2590,2785
94,99.9989632842,2617,2785
95,100.000516652,2645,2785
96,100.001557085,2673,2785
97,99.9935267093,2701,2785
98,100.018158054,2729,2785
99,99.9288770908,2757,2785
