% of Docs Looked at,% of Docs Returned,Number of Documents,Total Number of Documents	Sample Rate:10
1,0.0186564767012,20,2065
2,0.942206167626,41,2065
3,9.72009218271,61,2065
4,9.80737820549,82,2065
5,9.87011432439,103,2065
6,9.93203486353,123,2065
7,9.97398607688,144,2065
8,10.0172891459,165,2065
9,10.0620336317,185,2065
10,10.1109865135,206,2065
11,10.1525981417,227,2065
12,10.2680924981,247,2065
13,10.3565201876,268,2065
14,19.8927369009,289,2065
15,19.9870489101,309,2065
16,19.9827808144,330,2065
17,19.5199515474,351,2065
18,31.2393814939,371,2065
19,30.7513142108,392,2065
20,30.9721359448,413,2065
21,34.3142131752,433,2065
22,39.3958838254,454,2065
23,39.7339091234,474,2065
24,39.8698796438,495,2065
25,39.9409078805,516,2065
26,39.965968745,536,2065
27,39.9894872033,557,2065
28,39.9992912923,578,2065
29,40.0006892559,598,2065
30,39.9933931718,619,2065
31,39.9718426595,640,2065
32,39.9514061815,660,2065
33,39.8838025703,681,2065
34,39.762220811,702,2065
35,39.5552914496,722,2065
36,38.6311730086,743,2065
37,51.1410458781,764,2065
38,50.4192288947,784,2065
39,50.1764020248,805,2065
40,50.0657001647,826,2065
41,50.0373944707,846,2065
42,50.0062865165,867,2065
43,50.0019623415,887,2065
44,50.0020211623,908,2065
45,50.019065321,929,2065
46,50.0375124683,949,2065
47,50.0960621416,970,2065
48,50.1953272483,991,2065
49,50.3250674208,1011,2065
50,50.6239985177,1032,2065
51,51.3603967736,1053,2065
52,62.4444881892,1073,2065
53,68.7688663151,1094,2065
54,69.3887847944,1115,2065
55,68.8870271108,1135,2065
56,80.1548653086,1156,2065
57,79.9655475632,1177,2065
58,79.9799130945,1197,2065
59,79.9656758321,1218,2065
60,79.9709537272,1239,2065
61,79.9866364436,1259,2065
62,80.0004084521,1280,2065
63,80.0166622102,1300,2065
64,80.0404765898,1321,2065
65,80.0699095736,1342,2065
66,80.1151729713,1362,2065
67,80.1656484095,1383,2065
68,80.2134968057,1404,2065
69,80.4736214022,1424,2065
70,89.3960075159,1445,2065
71,90.0473085274,1466,2065
72,90.0293677131,1486,2065
73,90.070556722,1507,2065
74,90.0703293156,1528,2065
75,90.0450647486,1548,2065
76,90.0354276502,1569,2065
77,90.0241375363,1590,2065
78,90.0151438147,1610,2065
79,90.0088214718,1631,2065
80,90.0042132303,1652,2065
81,90.0018240159,1672,2065
82,89.9998305294,1693,2065
83,89.9984116522,1713,2065
84,89.9982762911,1734,2065
85,90.0003281115,1755,2065
86,90.0008377395,1775,2065
87,90.0101804092,1796,2065
88,90.0289382488,1817,2065
89,90.0467588238,1837,2065
90,90.0997718132,1858,2065
91,90.1878032974,1879,2065
92,90.3281097969,1899,2065
93,90.7289255873,1920,2065
94,96.8724502933,1941,2065
95,99.3998035029,1961,2065
96,99.7695576048,1982,2065
97,99.9089927792,2003,2065
98,99.9108109572,2023,2065
99,99.9887142586,2044,2065
