% of Docs Looked at,% of Docs Returned,Number of Documents,Total Number of Documents	Sample Rate:10
1,3.98133625581,52,5220
2,8.97338402262,104,5220
3,11.195882783,156,5220
4,12.8494268854,208,5220
5,15.1159448512,261,5220
6,18.0402505773,313,5220
7,20.0974300976,365,5220
8,23.3015392556,417,5220
9,23.2373223173,469,5220
10,25.2682267089,522,5220
11,26.1554421209,574,5220
12,30.0962101706,626,5220
13,33.2260926973,678,5220
14,38.3998657866,730,5220
15,39.862750167,783,5220
16,42.5231428953,835,5220
17,43.3311239459,887,5220
18,45.4448491105,939,5220
19,46.5265087529,991,5220
20,49.4752146195,1044,5220
21,50.435946444,1096,5220
22,50.392489713,1148,5220
23,54.5410351238,1200,5220
24,54.5420861572,1252,5220
25,54.6033545904,1305,5220
26,56.3229294304,1357,5220
27,58.4678458152,1409,5220
28,60.5271259425,1461,5220
29,63.5249204225,1513,5220
30,64.8695940499,1566,5220
31,65.5992799926,1618,5220
32,67.6927103118,1670,5220
33,68.8474029766,1722,5220
34,70.6488628495,1774,5220
35,71.6487814346,1827,5220
36,72.683191089,1879,5220
37,72.7228221655,1931,5220
38,73.431815942,1983,5220
39,76.2673475796,2035,5220
40,76.7612871199,2088,5220
41,77.8080296422,2140,5220
42,79.9671690875,2192,5220
43,80.8188060436,2244,5220
44,80.9099564844,2296,5220
45,82.8483389646,2349,5220
46,83.9353548412,2401,5220
47,83.8216022104,2453,5220
48,85.0695199068,2505,5220
49,85.8692394337,2557,5220
50,85.8571562211,2610,5220
51,85.8986060938,2662,5220
52,86.9437120081,2714,5220
53,86.7112633756,2766,5220
54,87.8758725616,2818,5220
55,87.9980282519,2871,5220
56,88.9615267205,2923,5220
57,90.0218433013,2975,5220
58,90.9128391084,3027,5220
59,91.8881708508,3079,5220
60,91.9034747853,3132,5220
61,91.9148903796,3184,5220
62,91.9540934895,3236,5220
63,92.9665292766,3288,5220
64,93.9953253186,3340,5220
65,94.9908863131,3393,5220
66,94.8002304861,3445,5220
67,95.9452676463,3497,5220
68,95.9576453917,3549,5220
69,95.8931235478,3601,5220
70,97.0388792633,3654,5220
71,99.148599171,3706,5220
72,98.9697398223,3758,5220
73,98.9767963809,3810,5220
74,99.9408982746,3862,5220
75,100.014935462,3915,5220
76,99.9963540025,3967,5220
77,100.000159596,4019,5220
78,100.000465131,4071,5220
79,99.999676685,4123,5220
80,100.000114711,4176,5220
81,99.9999802922,4228,5220
82,99.9999945379,4280,5220
83,100.00000661,4332,5220
84,99.9999966306,4384,5220
85,100.000000811,4437,5220
86,99.9999999796,4489,5220
87,99.9999999677,4541,5220
88,99.999999723,4593,5220
89,100.000000883,4645,5220
90,99.9999991789,4698,5220
91,99.9999982709,4750,5220
92,100.000012263,4802,5220
93,99.9999611264,4854,5220
94,100.000080265,4906,5220
95,99.999996073,4959,5220
96,99.9996343961,5011,5220
97,100.001530251,5063,5220
98,99.9957975866,5115,5220
99,100.011277832,5167,5220
