% of Docs Looked at,% of Docs Returned,Number of Documents,Total Number of Documents	Sample Rate:10
1,12.580634448,9,981
2,22.3115424157,19,981
3,30.3488512788,29,981
4,36.1626820359,39,981
5,42.0776854254,49,981
6,45.6072962543,58,981
7,49.595632124,68,981
8,51.691965103,78,981
9,55.2048544924,88,981
10,59.43989807,98,981
11,59.6167573091,107,981
12,62.2697975617,117,981
13,68.6743769292,127,981
14,69.3370689538,137,981
15,70.5723752713,147,981
16,74.3241622766,156,981
17,75.217137958,166,981
18,75.9925897965,176,981
19,80.2779119897,186,981
20,82.1534749852,196,981
21,84.5328701403,206,981
22,85.2980047456,215,981
23,91.2416232836,225,981
24,92.354451992,235,981
25,93.7997917916,245,981
26,94.0827638523,255,981
27,96.6462119828,264,981
28,98.6388007979,274,981
29,97.7353294312,284,981
30,98.3102778408,294,981
31,97.9113953705,304,981
32,98.2233075858,313,981
33,97.9755839797,323,981
34,98.1396039584,333,981
35,98.0511218383,343,981
36,98.0615856361,353,981
37,98.1528234973,362,981
38,97.8620194244,372,981
39,99.1942043972,382,981
40,100.26632472,392,981
41,99.8435412354,402,981
42,100.108283311,412,981
43,99.9103924462,421,981
44,100.069480379,431,981
45,99.9449836312,441,981
46,100.04409955,451,981
47,99.964392489,461,981
48,100.030366521,470,981
49,99.9750637432,480,981
50,100.02050663,490,981
51,99.9831252772,500,981
52,100.013887692,510,981
53,99.9885825173,519,981
54,100.009486678,529,981
55,99.9921222848,539,981
56,100.006537421,549,981
57,99.9945782928,559,981
58,100.004264125,568,981
59,99.9964293912,578,981
60,100.002988737,588,981
61,99.9974984244,598,981
62,100.002094752,608,981
63,99.9982438972,618,981
64,100.001338826,627,981
65,99.9988587757,637,981
66,100.000977698,647,981
67,99.9991559821,657,981
68,100.000736695,667,981
69,99.9994456201,676,981
70,100.00050686,686,981
71,99.9995250442,696,981
72,100.000458434,706,981
73,99.9995425192,716,981
74,100.00036739,725,981
75,99.999602171,735,981
76,100.000444067,745,981
77,99.9994913411,755,981
78,100.000594852,765,981
79,99.9995063524,774,981
80,100.000605672,784,981
81,99.9992515718,794,981
82,100.00092921,804,981
83,99.9988427841,814,981
84,100.001444163,824,981
85,99.9988666498,833,981
86,100.001461242,843,981
87,99.9981165921,853,981
88,100.002430373,863,981
89,99.9968533347,873,981
90,100.002098638,882,981
91,99.9970939793,892,981
92,100.004068404,902,981
93,99.994177182,912,981
94,100.008657577,922,981
95,99.9955068496,931,981
96,100.008799241,941,981
97,99.9802360719,951,981
98,100.058256968,961,981
99,99.6843410826,971,981
