% of Docs Looked at,% of Docs Returned,Number of Documents,Total Number of Documents	Sample Rate:10
1,33.7107190157,64,6455
2,54.1263880518,129,6455
3,66.5678088055,193,6455
4,68.6304038016,258,6455
5,74.681844734,322,6455
6,78.0107280595,387,6455
7,79.7149099558,451,6455
8,82.6543808399,516,6455
9,84.8082237714,580,6455
10,84.7796373446,645,6455
11,84.7958385055,710,6455
12,86.1499245601,774,6455
13,86.2307660523,839,6455
14,86.2323837602,903,6455
15,86.2206723927,968,6455
16,87.4882260905,1032,6455
17,89.8938079107,1097,6455
18,89.8449650867,1161,6455
19,89.8495357406,1226,6455
20,89.8590171541,1291,6455
21,89.866593491,1355,6455
22,89.8367801672,1420,6455
23,91.4530463662,1484,6455
24,92.0432051721,1549,6455
25,93.4787087721,1613,6455
26,93.4783730642,1678,6455
27,93.4779203046,1742,6455
28,93.4781374543,1807,6455
29,93.4786967405,1871,6455
30,93.4792897594,1936,6455
31,93.4709205296,2001,6455
32,94.9127375886,2065,6455
33,94.9350836506,2130,6455
34,95.501324202,2194,6455
35,96.3751283457,2259,6455
36,96.3839471234,2323,6455
37,96.3723245788,2388,6455
38,97.1381635229,2452,6455
39,97.791764323,2517,6455
40,97.8369516734,2582,6455
41,97.827331254,2646,6455
42,97.8275092607,2711,6455
43,97.8314414901,2775,6455
44,97.8015564553,2840,6455
45,98.5800886431,2904,6455
46,98.5464509716,2969,6455
47,98.5484660472,3033,6455
48,98.5505458732,3098,6455
49,98.5463768003,3162,6455
50,98.5507246387,3227,6455
51,98.9175629346,3292,6455
52,99.2708073464,3356,6455
53,99.2840113609,3421,6455
54,99.2825496796,3485,6455
55,99.2001291048,3550,6455
56,100.014260072,3614,6455
57,99.9959866844,3679,6455
58,99.9981201734,3743,6455
59,100.000354664,3808,6455
60,100.000242832,3873,6455
61,99.9999789274,3937,6455
62,99.9999637292,4002,6455
63,99.9999990505,4066,6455
64,100.000004993,4131,6455
65,100.000000625,4195,6455
66,99.9999993641,4260,6455
67,99.9999998555,4324,6455
68,100.000000074,4389,6455
69,100.000000026,4453,6455
70,99.9999999923,4518,6455
71,99.9999999967,4583,6455
72,100.000000001,4647,6455
73,100.000000001,4712,6455
74,100.0,4776,6455
75,99.9999999999,4841,6455
76,100.0,4905,6455
77,100.0,4970,6455
78,100.0,5034,6455
79,100.0,5099,6455
80,100.0,5164,6455
81,100.0,5228,6455
82,99.9999999999,5293,6455
83,100.0,5357,6455
84,100.000000001,5422,6455
85,99.9999999991,5486,6455
86,99.9999999935,5551,6455
87,100.000000001,5615,6455
88,100.000000051,5680,6455
89,100.000000029,5744,6455
90,99.9999996242,5809,6455
91,99.9999998226,5874,6455
92,100.000002546,5938,6455
93,100.000003378,6003,6455
94,99.9999843564,6067,6455
95,99.999961431,6132,6455
96,100.000083053,6196,6455
97,100.000368993,6261,6455
98,99.9996532436,6325,6455
99,99.9943332449,6390,6455
