% of Docs Looked at,% of Docs Returned,Number of Documents,Total Number of Documents	Sample Rate:10
1,9.7208121964,16,1615
2,16.8391340253,32,1615
3,21.0116844799,48,1615
4,27.6658443734,64,1615
5,32.7314598169,80,1615
6,39.6909306903,96,1615
7,45.006271884,113,1615
8,46.7188684319,129,1615
9,47.5974118838,145,1615
10,52.5578741948,161,1615
11,53.0909457878,177,1615
12,54.3435136397,193,1615
13,55.4112219023,209,1615
14,57.4807107095,226,1615
15,58.1327782485,242,1615
16,60.6965815988,258,1615
17,65.1595261818,274,1615
18,65.2311956568,290,1615
19,66.5439623787,306,1615
20,68.2196975557,323,1615
21,69.5717391239,339,1615
22,69.670988167,355,1615
23,69.8522726748,371,1615
24,70.5614406266,387,1615
25,73.6625290763,403,1615
26,73.923640193,419,1615
27,73.8518883737,436,1615
28,75.8219915681,452,1615
29,77.1945991278,468,1615
30,77.3429516947,484,1615
31,78.8065203764,500,1615
32,80.3411082891,516,1615
33,81.5356768748,532,1615
34,82.6705016763,549,1615
35,83.2464695156,565,1615
36,84.9240148283,581,1615
37,84.6794590295,597,1615
38,87.2405900339,613,1615
39,86.9854171642,629,1615
40,87.7943854378,646,1615
41,89.5658000319,662,1615
42,90.1784329708,678,1615
43,91.0484956254,694,1615
44,91.4647455575,710,1615
45,92.5020372631,726,1615
46,93.0605430627,742,1615
47,93.6300633131,759,1615
48,94.5807982859,775,1615
49,96.2442129023,791,1615
50,96.7391304344,807,1615
51,97.3754942584,823,1615
52,97.7330703208,839,1615
53,97.905710154,855,1615
54,98.4293428589,872,1615
55,98.8803506361,888,1615
56,98.9470856962,904,1615
57,98.9479193286,920,1615
58,98.9058243365,936,1615
59,98.8520233787,952,1615
60,98.8548211533,968,1615
61,99.8856129827,985,1615
62,99.9217733132,1001,1615
63,99.9897819508,1017,1615
64,100.022576846,1033,1615
65,100.014691894,1049,1615
66,99.9957304483,1065,1615
67,99.990995033,1082,1615
68,99.9957540807,1098,1615
69,100.002843661,1114,1615
70,100.003701939,1130,1615
71,100.000231501,1146,1615
72,99.9980750875,1162,1615
73,99.9989403822,1178,1615
74,100.000197149,1195,1615
75,100.000822305,1211,1615
76,100.000286254,1227,1615
77,99.9997033917,1243,1615
78,99.9997221907,1259,1615
79,100.000016127,1275,1615
80,100.000087529,1292,1615
81,100.000019633,1308,1615
82,100.000017065,1324,1615
83,100.000132342,1340,1615
84,100.000072279,1356,1615
85,99.9997332661,1372,1615
86,99.9995979163,1388,1615
87,99.9999524857,1405,1615
88,100.000853423,1421,1615
89,100.000846162,1437,1615
90,99.9991767982,1453,1615
91,99.9977099453,1469,1615
92,99.9994835465,1485,1615
93,100.00385223,1501,1615
94,100.005751746,1518,1615
95,99.9991334352,1534,1615
96,99.9856964547,1550,1615
97,99.9854080639,1566,1615
98,100.040709973,1582,1615
99,100.298795502,1598,1615
