% of Docs Looked at,% of Docs Returned,Number of Documents,Total Number of Documents	Sample Rate:10
1,0.0,1,169
2,16.666666666666664,3,169
3,16.666666666666664,5,169
4,16.666666666666664,6,169
5,33.33333333333333,8,169
6,33.33333333333333,10,169
7,33.33333333333333,11,169
8,33.33333333333333,13,169
9,33.33333333333333,15,169
10,33.33333333333333,16,169
11,50.0,18,169
12,50.0,20,169
13,50.0,21,169
14,50.0,23,169
15,66.66666666666666,25,169
16,66.66666666666666,27,169
17,66.66666666666666,28,169
18,66.66666666666666,30,169
19,66.66666666666666,32,169
20,66.66666666666666,33,169
21,66.66666666666666,35,169
22,66.66666666666666,37,169
23,66.66666666666666,38,169
24,66.66666666666666,40,169
25,66.66666666666666,42,169
26,66.66666666666666,43,169
27,66.66666666666666,45,169
28,66.66666666666666,47,169
29,66.66666666666666,49,169
30,66.66666666666666,50,169
31,66.66666666666666,52,169
32,66.66666666666666,54,169
33,66.66666666666666,55,169
34,66.66666666666666,57,169
35,66.66666666666666,59,169
36,66.66666666666666,60,169
37,83.33333333333334,62,169
38,83.33333333333334,64,169
39,83.33333333333334,65,169
40,83.33333333333334,67,169
41,83.33333333333334,69,169
42,83.33333333333334,70,169
43,83.33333333333334,72,169
44,83.33333333333334,74,169
45,83.33333333333334,76,169
46,83.33333333333334,77,169
47,83.33333333333334,79,169
48,83.33333333333334,81,169
49,83.33333333333334,82,169
50,83.33333333333334,84,169
51,83.33333333333334,86,169
52,83.33333333333334,87,169
53,83.33333333333334,89,169
54,83.33333333333334,91,169
55,83.33333333333334,92,169
56,83.33333333333334,94,169
57,83.33333333333334,96,169
58,83.33333333333334,98,169
59,83.33333333333334,99,169
60,83.33333333333334,101,169
61,83.33333333333334,103,169
62,83.33333333333334,104,169
63,83.33333333333334,106,169
64,83.33333333333334,108,169
65,83.33333333333334,109,169
66,83.33333333333334,111,169
67,83.33333333333334,113,169
68,83.33333333333334,114,169
69,83.33333333333334,116,169
70,83.33333333333334,118,169
71,83.33333333333334,119,169
72,83.33333333333334,121,169
73,100.0,123,169
74,100.0,125,169
75,100.0,126,169
76,100.0,128,169
77,100.0,130,169
78,100.0,131,169
79,100.0,133,169
80,100.0,135,169
81,100.0,136,169
82,100.0,138,169
83,100.0,140,169
84,100.0,141,169
85,100.0,143,169
86,100.0,145,169
87,100.0,147,169
88,100.0,148,169
89,100.0,150,169
90,100.0,152,169
91,100.0,153,169
92,100.0,155,169
93,100.0,157,169
94,100.0,158,169
95,100.0,160,169
96,100.0,162,169
97,100.0,163,169
98,100.0,165,169
99,100.0,167,169
