% of Docs Looked at,% of Docs Returned,Number of Documents,Total Number of Documents	Sample Rate:10
1,0.0,2,241
2,0.0,4,241
3,0.0,7,241
4,0.0,9,241
5,0.0,12,241
6,9.090909090909092,14,241
7,9.090909090909092,16,241
8,9.090909090909092,19,241
9,18.181818181818183,21,241
10,27.27272727272727,24,241
11,27.27272727272727,26,241
12,27.27272727272727,28,241
13,36.36363636363637,31,241
14,36.36363636363637,33,241
15,45.45454545454545,36,241
16,45.45454545454545,38,241
17,45.45454545454545,40,241
18,45.45454545454545,43,241
19,45.45454545454545,45,241
20,45.45454545454545,48,241
21,45.45454545454545,50,241
22,54.54545454545454,53,241
23,54.54545454545454,55,241
24,54.54545454545454,57,241
25,54.54545454545454,60,241
26,54.54545454545454,62,241
27,63.63636363636363,65,241
28,63.63636363636363,67,241
29,63.63636363636363,69,241
30,72.72727272727273,72,241
31,72.72727272727273,74,241
32,72.72727272727273,77,241
33,72.72727272727273,79,241
34,72.72727272727273,81,241
35,81.81818181818183,84,241
36,90.9090909090909,86,241
37,90.9090909090909,89,241
38,90.9090909090909,91,241
39,90.9090909090909,93,241
40,90.9090909090909,96,241
41,100.0,98,241
42,100.0,101,241
43,100.0,103,241
44,100.0,106,241
45,100.0,108,241
46,100.0,110,241
47,100.0,113,241
48,100.0,115,241
49,100.0,118,241
50,100.0,120,241
51,100.0,122,241
52,100.0,125,241
53,100.0,127,241
54,100.0,130,241
55,100.0,132,241
56,100.0,134,241
57,100.0,137,241
58,100.0,139,241
59,100.0,142,241
60,100.0,144,241
61,100.0,147,241
62,100.0,149,241
63,100.0,151,241
64,100.0,154,241
65,100.0,156,241
66,100.0,159,241
67,100.0,161,241
68,100.0,163,241
69,100.0,166,241
70,100.0,168,241
71,100.0,171,241
72,100.0,173,241
73,100.0,175,241
74,100.0,178,241
75,100.0,180,241
76,100.0,183,241
77,100.0,185,241
78,100.0,187,241
79,100.0,190,241
80,100.0,192,241
81,100.0,195,241
82,100.0,197,241
83,100.0,200,241
84,100.0,202,241
85,100.0,204,241
86,100.0,207,241
87,100.0,209,241
88,100.0,212,241
89,100.0,214,241
90,100.0,216,241
91,100.0,219,241
92,100.0,221,241
93,100.0,224,241
94,100.0,226,241
95,100.0,228,241
96,100.0,231,241
97,100.0,233,241
98,100.0,236,241
99,100.0,238,241
