% of Docs Looked at,% of Docs Returned,Number of Documents,Total Number of Documents	Sample Rate:10
1,7.425742574257425,108,10872
2,15.346534653465346,217,10872
3,20.792079207920793,326,10872
4,27.722772277227726,434,10872
5,37.12871287128713,543,10872
6,40.5940594059406,652,10872
7,45.54455445544555,761,10872
8,49.00990099009901,869,10872
9,51.98019801980198,978,10872
10,56.930693069306926,1087,10872
11,57.920792079207914,1195,10872
12,58.91089108910891,1304,10872
13,60.89108910891089,1413,10872
14,62.87128712871287,1522,10872
15,66.33663366336634,1630,10872
16,68.31683168316832,1739,10872
17,70.29702970297029,1848,10872
18,72.27722772277228,1956,10872
19,73.26732673267327,2065,10872
20,75.24752475247524,2174,10872
21,75.74257425742574,2283,10872
22,79.70297029702971,2391,10872
23,79.70297029702971,2500,10872
24,81.1881188118812,2609,10872
25,81.68316831683168,2718,10872
26,82.67326732673267,2826,10872
27,83.66336633663366,2935,10872
28,84.15841584158416,3044,10872
29,84.65346534653465,3152,10872
30,86.13861386138613,3261,10872
31,87.12871287128714,3370,10872
32,87.12871287128714,3479,10872
33,87.62376237623762,3587,10872
34,87.62376237623762,3696,10872
35,87.62376237623762,3805,10872
36,87.62376237623762,3913,10872
37,87.62376237623762,4022,10872
38,88.11881188118812,4131,10872
39,88.61386138613861,4240,10872
40,89.10891089108911,4348,10872
41,90.0990099009901,4457,10872
42,90.0990099009901,4566,10872
43,90.0990099009901,4674,10872
44,90.5940594059406,4783,10872
45,91.0891089108911,4892,10872
46,91.0891089108911,5001,10872
47,92.57425742574257,5109,10872
48,93.06930693069307,5218,10872
49,94.05940594059405,5327,10872
50,94.05940594059405,5436,10872
51,94.55445544554455,5544,10872
52,94.55445544554455,5653,10872
53,95.04950495049505,5762,10872
54,96.03960396039604,5870,10872
55,96.03960396039604,5979,10872
56,96.53465346534654,6088,10872
57,96.53465346534654,6197,10872
58,96.53465346534654,6305,10872
59,97.02970297029702,6414,10872
60,97.02970297029702,6523,10872
61,97.02970297029702,6631,10872
62,97.02970297029702,6740,10872
63,97.02970297029702,6849,10872
64,97.02970297029702,6958,10872
65,97.52475247524752,7066,10872
66,98.01980198019803,7175,10872
67,98.01980198019803,7284,10872
68,98.01980198019803,7392,10872
69,98.01980198019803,7501,10872
70,98.51485148514851,7610,10872
71,99.00990099009901,7719,10872
72,99.00990099009901,7827,10872
73,99.5049504950495,7936,10872
74,99.5049504950495,8045,10872
75,99.5049504950495,8154,10872
76,99.5049504950495,8262,10872
77,99.5049504950495,8371,10872
78,99.5049504950495,8480,10872
79,99.5049504950495,8588,10872
80,99.5049504950495,8697,10872
81,99.5049504950495,8806,10872
82,99.5049504950495,8915,10872
83,99.5049504950495,9023,10872
84,99.5049504950495,9132,10872
85,100.0,9241,10872
86,100.0,9349,10872
87,100.0,9458,10872
88,100.0,9567,10872
89,100.0,9676,10872
90,100.0,9784,10872
91,100.0,9893,10872
92,100.0,10002,10872
93,100.0,10110,10872
94,100.0,10219,10872
95,100.0,10328,10872
96,100.0,10437,10872
97,100.0,10545,10872
98,100.0,10654,10872
99,100.0,10763,10872
