% of Docs Looked at,% of Docs Returned,Number of Documents,Total Number of Documents	Sample Rate:10
1,14.285714285714285,0,94
2,28.57142857142857,1,94
3,42.857142857142854,2,94
4,42.857142857142854,3,94
5,42.857142857142854,4,94
6,57.14285714285714,5,94
7,57.14285714285714,6,94
8,57.14285714285714,7,94
9,57.14285714285714,8,94
10,57.14285714285714,9,94
11,57.14285714285714,10,94
12,71.42857142857143,11,94
13,71.42857142857143,12,94
14,71.42857142857143,13,94
15,71.42857142857143,14,94
16,71.42857142857143,15,94
17,71.42857142857143,15,94
18,71.42857142857143,16,94
19,71.42857142857143,17,94
20,71.42857142857143,18,94
21,71.42857142857143,19,94
22,71.42857142857143,20,94
23,71.42857142857143,21,94
24,71.42857142857143,22,94
25,71.42857142857143,23,94
26,71.42857142857143,24,94
27,71.42857142857143,25,94
28,71.42857142857143,26,94
29,71.42857142857143,27,94
30,71.42857142857143,28,94
31,71.42857142857143,29,94
32,85.71428571428571,30,94
33,85.71428571428571,31,94
34,85.71428571428571,31,94
35,85.71428571428571,32,94
36,85.71428571428571,33,94
37,85.71428571428571,34,94
38,85.71428571428571,35,94
39,85.71428571428571,36,94
40,85.71428571428571,37,94
41,85.71428571428571,38,94
42,85.71428571428571,39,94
43,85.71428571428571,40,94
44,85.71428571428571,41,94
45,85.71428571428571,42,94
46,85.71428571428571,43,94
47,85.71428571428571,44,94
48,85.71428571428571,45,94
49,100.0,46,94
50,100.0,47,94
51,100.0,47,94
52,100.0,48,94
53,100.0,49,94
54,100.0,50,94
55,100.0,51,94
56,100.0,52,94
57,100.0,53,94
58,100.0,54,94
59,100.0,55,94
60,100.0,56,94
61,100.0,57,94
62,100.0,58,94
63,100.0,59,94
64,100.0,60,94
65,100.0,61,94
66,100.0,62,94
67,100.0,62,94
68,100.0,63,94
69,100.0,64,94
70,100.0,65,94
71,100.0,66,94
72,100.0,67,94
73,100.0,68,94
74,100.0,69,94
75,100.0,70,94
76,100.0,71,94
77,100.0,72,94
78,100.0,73,94
79,100.0,74,94
80,100.0,75,94
81,100.0,76,94
82,100.0,77,94
83,100.0,78,94
84,100.0,78,94
85,100.0,79,94
86,100.0,80,94
87,100.0,81,94
88,100.0,82,94
89,100.0,83,94
90,100.0,84,94
91,100.0,85,94
92,100.0,86,94
93,100.0,87,94
94,100.0,88,94
95,100.0,89,94
96,100.0,90,94
97,100.0,91,94
98,100.0,92,94
99,100.0,93,94
