% of Docs Looked at,% of Docs Returned,Number of Documents,Total Number of Documents	Sample Rate:10
1,0.0,20,2065
2,10.0,41,2065
3,10.0,61,2065
4,10.0,82,2065
5,10.0,103,2065
6,10.0,123,2065
7,10.0,144,2065
8,10.0,165,2065
9,10.0,185,2065
10,10.0,206,2065
11,10.0,227,2065
12,10.0,247,2065
13,10.0,268,2065
14,20.0,289,2065
15,20.0,309,2065
16,20.0,330,2065
17,20.0,351,2065
18,30.0,371,2065
19,30.0,392,2065
20,30.0,413,2065
21,30.0,433,2065
22,40.0,454,2065
23,40.0,474,2065
24,40.0,495,2065
25,40.0,516,2065
26,40.0,536,2065
27,40.0,557,2065
28,40.0,578,2065
29,40.0,598,2065
30,40.0,619,2065
31,40.0,640,2065
32,40.0,660,2065
33,40.0,681,2065
34,40.0,702,2065
35,40.0,722,2065
36,40.0,743,2065
37,50.0,764,2065
38,50.0,784,2065
39,50.0,805,2065
40,50.0,826,2065
41,50.0,846,2065
42,50.0,867,2065
43,50.0,887,2065
44,50.0,908,2065
45,50.0,929,2065
46,50.0,949,2065
47,50.0,970,2065
48,50.0,991,2065
49,50.0,1011,2065
50,50.0,1032,2065
51,50.0,1053,2065
52,50.0,1073,2065
53,70.0,1094,2065
54,70.0,1115,2065
55,70.0,1135,2065
56,80.0,1156,2065
57,80.0,1177,2065
58,80.0,1197,2065
59,80.0,1218,2065
60,80.0,1239,2065
61,80.0,1259,2065
62,80.0,1280,2065
63,80.0,1300,2065
64,80.0,1321,2065
65,80.0,1342,2065
66,80.0,1362,2065
67,80.0,1383,2065
68,80.0,1404,2065
69,80.0,1424,2065
70,80.0,1445,2065
71,90.0,1466,2065
72,90.0,1486,2065
73,90.0,1507,2065
74,90.0,1528,2065
75,90.0,1548,2065
76,90.0,1569,2065
77,90.0,1590,2065
78,90.0,1610,2065
79,90.0,1631,2065
80,90.0,1652,2065
81,90.0,1672,2065
82,90.0,1693,2065
83,90.0,1713,2065
84,90.0,1734,2065
85,90.0,1755,2065
86,90.0,1775,2065
87,90.0,1796,2065
88,90.0,1817,2065
89,90.0,1837,2065
90,90.0,1858,2065
91,90.0,1879,2065
92,90.0,1899,2065
93,90.0,1920,2065
94,90.0,1941,2065
95,100.0,1961,2065
96,100.0,1982,2065
97,100.0,2003,2065
98,100.0,2023,2065
99,100.0,2044,2065
