% of Docs Looked at,% of Docs Returned,Number of Documents,Total Number of Documents	Sample Rate:10
1,2.1739130434782608,19,1911
2,6.521739130434782,38,1911
3,6.521739130434782,57,1911
4,10.869565217391305,76,1911
5,21.73913043478261,95,1911
6,28.26086956521739,114,1911
7,32.608695652173914,133,1911
8,32.608695652173914,152,1911
9,41.30434782608695,171,1911
10,45.65217391304348,191,1911
11,47.82608695652174,210,1911
12,50.0,229,1911
13,56.52173913043478,248,1911
14,58.69565217391305,267,1911
15,65.21739130434783,286,1911
16,71.73913043478261,305,1911
17,78.26086956521739,324,1911
18,78.26086956521739,343,1911
19,78.26086956521739,363,1911
20,80.43478260869566,382,1911
21,84.78260869565217,401,1911
22,86.95652173913044,420,1911
23,86.95652173913044,439,1911
24,89.13043478260869,458,1911
25,91.30434782608695,477,1911
26,93.47826086956522,496,1911
27,93.47826086956522,515,1911
28,95.65217391304348,535,1911
29,97.82608695652173,554,1911
30,100.0,573,1911
31,100.0,592,1911
32,100.0,611,1911
33,100.0,630,1911
34,100.0,649,1911
35,100.0,668,1911
36,100.0,687,1911
37,100.0,707,1911
38,100.0,726,1911
39,100.0,745,1911
40,100.0,764,1911
41,100.0,783,1911
42,100.0,802,1911
43,100.0,821,1911
44,100.0,840,1911
45,100.0,859,1911
46,100.0,879,1911
47,100.0,898,1911
48,100.0,917,1911
49,100.0,936,1911
50,100.0,955,1911
51,100.0,974,1911
52,100.0,993,1911
53,100.0,1012,1911
54,100.0,1031,1911
55,100.0,1051,1911
56,100.0,1070,1911
57,100.0,1089,1911
58,100.0,1108,1911
59,100.0,1127,1911
60,100.0,1146,1911
61,100.0,1165,1911
62,100.0,1184,1911
63,100.0,1203,1911
64,100.0,1223,1911
65,100.0,1242,1911
66,100.0,1261,1911
67,100.0,1280,1911
68,100.0,1299,1911
69,100.0,1318,1911
70,100.0,1337,1911
71,100.0,1356,1911
72,100.0,1375,1911
73,100.0,1395,1911
74,100.0,1414,1911
75,100.0,1433,1911
76,100.0,1452,1911
77,100.0,1471,1911
78,100.0,1490,1911
79,100.0,1509,1911
80,100.0,1528,1911
81,100.0,1547,1911
82,100.0,1567,1911
83,100.0,1586,1911
84,100.0,1605,1911
85,100.0,1624,1911
86,100.0,1643,1911
87,100.0,1662,1911
88,100.0,1681,1911
89,100.0,1700,1911
90,100.0,1719,1911
91,100.0,1739,1911
92,100.0,1758,1911
93,100.0,1777,1911
94,100.0,1796,1911
95,100.0,1815,1911
96,100.0,1834,1911
97,100.0,1853,1911
98,100.0,1872,1911
99,100.0,1891,1911
