% of Docs Looked at,% of Docs Returned,Number of Documents,Total Number of Documents	Sample Rate:10
1,75.0,15,1573
2,75.0,31,1573
3,100.0,47,1573
4,100.0,62,1573
5,100.0,78,1573
6,100.0,94,1573
7,100.0,110,1573
8,100.0,125,1573
9,100.0,141,1573
10,100.0,157,1573
11,100.0,173,1573
12,100.0,188,1573
13,100.0,204,1573
14,100.0,220,1573
15,100.0,235,1573
16,100.0,251,1573
17,100.0,267,1573
18,100.0,283,1573
19,100.0,298,1573
20,100.0,314,1573
21,100.0,330,1573
22,100.0,346,1573
23,100.0,361,1573
24,100.0,377,1573
25,100.0,393,1573
26,100.0,408,1573
27,100.0,424,1573
28,100.0,440,1573
29,100.0,456,1573
30,100.0,471,1573
31,100.0,487,1573
32,100.0,503,1573
33,100.0,519,1573
34,100.0,534,1573
35,100.0,550,1573
36,100.0,566,1573
37,100.0,582,1573
38,100.0,597,1573
39,100.0,613,1573
40,100.0,629,1573
41,100.0,644,1573
42,100.0,660,1573
43,100.0,676,1573
44,100.0,692,1573
45,100.0,707,1573
46,100.0,723,1573
47,100.0,739,1573
48,100.0,755,1573
49,100.0,770,1573
50,100.0,786,1573
51,100.0,802,1573
52,100.0,817,1573
53,100.0,833,1573
54,100.0,849,1573
55,100.0,865,1573
56,100.0,880,1573
57,100.0,896,1573
58,100.0,912,1573
59,100.0,928,1573
60,100.0,943,1573
61,100.0,959,1573
62,100.0,975,1573
63,100.0,990,1573
64,100.0,1006,1573
65,100.0,1022,1573
66,100.0,1038,1573
67,100.0,1053,1573
68,100.0,1069,1573
69,100.0,1085,1573
70,100.0,1101,1573
71,100.0,1116,1573
72,100.0,1132,1573
73,100.0,1148,1573
74,100.0,1164,1573
75,100.0,1179,1573
76,100.0,1195,1573
77,100.0,1211,1573
78,100.0,1226,1573
79,100.0,1242,1573
80,100.0,1258,1573
81,100.0,1274,1573
82,100.0,1289,1573
83,100.0,1305,1573
84,100.0,1321,1573
85,100.0,1337,1573
86,100.0,1352,1573
87,100.0,1368,1573
88,100.0,1384,1573
89,100.0,1399,1573
90,100.0,1415,1573
91,100.0,1431,1573
92,100.0,1447,1573
93,100.0,1462,1573
94,100.0,1478,1573
95,100.0,1494,1573
96,100.0,1510,1573
97,100.0,1525,1573
98,100.0,1541,1573
99,100.0,1557,1573
