% of Docs Looked at,% of Docs Returned,Number of Documents,Total Number of Documents	Sample Rate:10
1,8.51063829787234,3,316
2,12.76595744680851,6,316
3,17.02127659574468,9,316
4,21.27659574468085,12,316
5,25.53191489361702,15,316
6,27.659574468085108,18,316
7,34.04255319148936,22,316
8,38.297872340425535,25,316
9,40.42553191489361,28,316
10,44.680851063829785,31,316
11,48.93617021276596,34,316
12,53.191489361702125,37,316
13,57.446808510638306,41,316
14,59.57446808510638,44,316
15,59.57446808510638,47,316
16,61.702127659574465,50,316
17,61.702127659574465,53,316
18,65.95744680851064,56,316
19,72.3404255319149,60,316
20,72.3404255319149,63,316
21,72.3404255319149,66,316
22,74.46808510638297,69,316
23,76.59574468085107,72,316
24,78.72340425531915,75,316
25,80.85106382978722,79,316
26,82.97872340425532,82,316
27,85.1063829787234,85,316
28,85.1063829787234,88,316
29,85.1063829787234,91,316
30,87.2340425531915,94,316
31,87.2340425531915,97,316
32,87.2340425531915,101,316
33,89.36170212765957,104,316
34,89.36170212765957,107,316
35,89.36170212765957,110,316
36,89.36170212765957,113,316
37,89.36170212765957,116,316
38,89.36170212765957,120,316
39,89.36170212765957,123,316
40,89.36170212765957,126,316
41,89.36170212765957,129,316
42,89.36170212765957,132,316
43,89.36170212765957,135,316
44,91.48936170212765,139,316
45,93.61702127659575,142,316
46,93.61702127659575,145,316
47,93.61702127659575,148,316
48,93.61702127659575,151,316
49,95.74468085106383,154,316
50,95.74468085106383,158,316
51,95.74468085106383,161,316
52,95.74468085106383,164,316
53,95.74468085106383,167,316
54,97.87234042553192,170,316
55,97.87234042553192,173,316
56,97.87234042553192,176,316
57,100.0,180,316
58,100.0,183,316
59,100.0,186,316
60,100.0,189,316
61,100.0,192,316
62,100.0,195,316
63,100.0,199,316
64,100.0,202,316
65,100.0,205,316
66,100.0,208,316
67,100.0,211,316
68,100.0,214,316
69,100.0,218,316
70,100.0,221,316
71,100.0,224,316
72,100.0,227,316
73,100.0,230,316
74,100.0,233,316
75,100.0,237,316
76,100.0,240,316
77,100.0,243,316
78,100.0,246,316
79,100.0,249,316
80,100.0,252,316
81,100.0,255,316
82,100.0,259,316
83,100.0,262,316
84,100.0,265,316
85,100.0,268,316
86,100.0,271,316
87,100.0,274,316
88,100.0,278,316
89,100.0,281,316
90,100.0,284,316
91,100.0,287,316
92,100.0,290,316
93,100.0,293,316
94,100.0,297,316
95,100.0,300,316
96,100.0,303,316
97,100.0,306,316
98,100.0,309,316
99,100.0,312,316
