% of Docs Looked at,% of Docs Returned,Number of Documents,Total Number of Documents	Sample Rate:10
1,6.730769230769231,59,5971
2,17.307692307692307,119,5971
3,22.115384615384613,179,5971
4,25.961538461538463,238,5971
5,31.73076923076923,298,5971
6,35.57692307692308,358,5971
7,42.30769230769231,417,5971
8,44.230769230769226,477,5971
9,49.03846153846153,537,5971
10,54.807692307692314,597,5971
11,58.65384615384615,656,5971
12,59.61538461538461,716,5971
13,60.57692307692307,776,5971
14,62.5,835,5971
15,65.38461538461539,895,5971
16,68.26923076923077,955,5971
17,72.11538461538461,1015,5971
18,75.96153846153845,1074,5971
19,77.88461538461539,1134,5971
20,78.84615384615384,1194,5971
21,83.65384615384616,1253,5971
22,83.65384615384616,1313,5971
23,83.65384615384616,1373,5971
24,85.57692307692307,1433,5971
25,86.53846153846155,1492,5971
26,86.53846153846155,1552,5971
27,87.5,1612,5971
28,87.5,1671,5971
29,88.46153846153845,1731,5971
30,89.42307692307693,1791,5971
31,92.3076923076923,1851,5971
32,92.3076923076923,1910,5971
33,92.3076923076923,1970,5971
34,92.3076923076923,2030,5971
35,92.3076923076923,2089,5971
36,93.26923076923077,2149,5971
37,94.23076923076923,2209,5971
38,94.23076923076923,2268,5971
39,94.23076923076923,2328,5971
40,95.1923076923077,2388,5971
41,95.1923076923077,2448,5971
42,95.1923076923077,2507,5971
43,95.1923076923077,2567,5971
44,95.1923076923077,2627,5971
45,95.1923076923077,2686,5971
46,95.1923076923077,2746,5971
47,95.1923076923077,2806,5971
48,96.15384615384616,2866,5971
49,97.11538461538461,2925,5971
50,97.11538461538461,2985,5971
51,99.03846153846155,3045,5971
52,99.03846153846155,3104,5971
53,99.03846153846155,3164,5971
54,99.03846153846155,3224,5971
55,99.03846153846155,3284,5971
56,99.03846153846155,3343,5971
57,99.03846153846155,3403,5971
58,99.03846153846155,3463,5971
59,99.03846153846155,3522,5971
60,99.03846153846155,3582,5971
61,99.03846153846155,3642,5971
62,100.0,3702,5971
63,100.0,3761,5971
64,100.0,3821,5971
65,100.0,3881,5971
66,100.0,3940,5971
67,100.0,4000,5971
68,100.0,4060,5971
69,100.0,4119,5971
70,100.0,4179,5971
71,100.0,4239,5971
72,100.0,4299,5971
73,100.0,4358,5971
74,100.0,4418,5971
75,100.0,4478,5971
76,100.0,4537,5971
77,100.0,4597,5971
78,100.0,4657,5971
79,100.0,4717,5971
80,100.0,4776,5971
81,100.0,4836,5971
82,100.0,4896,5971
83,100.0,4955,5971
84,100.0,5015,5971
85,100.0,5075,5971
86,100.0,5135,5971
87,100.0,5194,5971
88,100.0,5254,5971
89,100.0,5314,5971
90,100.0,5373,5971
91,100.0,5433,5971
92,100.0,5493,5971
93,100.0,5553,5971
94,100.0,5612,5971
95,100.0,5672,5971
96,100.0,5732,5971
97,100.0,5791,5971
98,100.0,5851,5971
99,100.0,5911,5971
