% of Docs Looked at,% of Docs Returned,Number of Documents,Total Number of Documents	Sample Rate:10
1,8.771929824561402,128,12807
2,13.157894736842104,256,12807
3,14.912280701754385,384,12807
4,16.666666666666664,512,12807
5,21.052631578947366,640,12807
6,26.31578947368421,768,12807
7,31.57894736842105,896,12807
8,32.45614035087719,1024,12807
9,35.96491228070175,1152,12807
10,38.59649122807017,1280,12807
11,42.98245614035088,1408,12807
12,48.24561403508772,1536,12807
13,50.0,1664,12807
14,52.63157894736842,1792,12807
15,54.385964912280706,1921,12807
16,54.385964912280706,2049,12807
17,55.26315789473685,2177,12807
18,56.14035087719298,2305,12807
19,57.89473684210527,2433,12807
20,61.40350877192983,2561,12807
21,61.40350877192983,2689,12807
22,67.54385964912281,2817,12807
23,67.54385964912281,2945,12807
24,70.17543859649122,3073,12807
25,70.17543859649122,3201,12807
26,71.05263157894737,3329,12807
27,71.9298245614035,3457,12807
28,73.68421052631578,3585,12807
29,73.68421052631578,3714,12807
30,76.31578947368422,3842,12807
31,76.31578947368422,3970,12807
32,77.19298245614034,4098,12807
33,78.94736842105263,4226,12807
34,80.7017543859649,4354,12807
35,81.57894736842105,4482,12807
36,83.33333333333334,4610,12807
37,84.21052631578947,4738,12807
38,84.21052631578947,4866,12807
39,84.21052631578947,4994,12807
40,85.08771929824562,5122,12807
41,85.08771929824562,5250,12807
42,85.08771929824562,5378,12807
43,85.96491228070175,5507,12807
44,85.96491228070175,5635,12807
45,86.8421052631579,5763,12807
46,87.71929824561403,5891,12807
47,88.59649122807018,6019,12807
48,88.59649122807018,6147,12807
49,88.59649122807018,6275,12807
50,90.35087719298247,6403,12807
51,90.35087719298247,6531,12807
52,90.35087719298247,6659,12807
53,91.22807017543859,6787,12807
54,92.10526315789474,6915,12807
55,92.98245614035088,7043,12807
56,92.98245614035088,7171,12807
57,93.85964912280701,7299,12807
58,93.85964912280701,7428,12807
59,93.85964912280701,7556,12807
60,93.85964912280701,7684,12807
61,93.85964912280701,7812,12807
62,95.6140350877193,7940,12807
63,95.6140350877193,8068,12807
64,95.6140350877193,8196,12807
65,95.6140350877193,8324,12807
66,95.6140350877193,8452,12807
67,96.49122807017544,8580,12807
68,97.36842105263158,8708,12807
69,97.36842105263158,8836,12807
70,97.36842105263158,8964,12807
71,97.36842105263158,9092,12807
72,97.36842105263158,9221,12807
73,97.36842105263158,9349,12807
74,97.36842105263158,9477,12807
75,97.36842105263158,9605,12807
76,97.36842105263158,9733,12807
77,97.36842105263158,9861,12807
78,97.36842105263158,9989,12807
79,98.24561403508771,10117,12807
80,98.24561403508771,10245,12807
81,98.24561403508771,10373,12807
82,98.24561403508771,10501,12807
83,98.24561403508771,10629,12807
84,98.24561403508771,10757,12807
85,99.12280701754386,10885,12807
86,99.12280701754386,11014,12807
87,99.12280701754386,11142,12807
88,99.12280701754386,11270,12807
89,99.12280701754386,11398,12807
90,99.12280701754386,11526,12807
91,99.12280701754386,11654,12807
92,99.12280701754386,11782,12807
93,99.12280701754386,11910,12807
94,99.12280701754386,12038,12807
95,100.0,12166,12807
96,100.0,12294,12807
97,100.0,12422,12807
98,100.0,12550,12807
99,100.0,12678,12807
