% of Docs Looked at,% of Docs Returned,Number of Documents,Total Number of Documents	Sample Rate:10
1,3.8461538461538463,9,970
2,7.6923076923076925,19,970
3,7.6923076923076925,29,970
4,7.6923076923076925,38,970
5,11.538461538461538,48,970
6,11.538461538461538,58,970
7,19.230769230769234,67,970
8,26.923076923076923,77,970
9,30.76923076923077,87,970
10,30.76923076923077,97,970
11,30.76923076923077,106,970
12,38.46153846153847,116,970
13,38.46153846153847,126,970
14,42.30769230769231,135,970
15,42.30769230769231,145,970
16,42.30769230769231,155,970
17,42.30769230769231,164,970
18,42.30769230769231,174,970
19,42.30769230769231,184,970
20,42.30769230769231,194,970
21,42.30769230769231,203,970
22,42.30769230769231,213,970
23,46.15384615384615,223,970
24,50.0,232,970
25,57.692307692307686,242,970
26,57.692307692307686,252,970
27,57.692307692307686,261,970
28,61.53846153846154,271,970
29,61.53846153846154,281,970
30,65.38461538461539,291,970
31,65.38461538461539,300,970
32,65.38461538461539,310,970
33,69.23076923076923,320,970
34,69.23076923076923,329,970
35,69.23076923076923,339,970
36,69.23076923076923,349,970
37,69.23076923076923,358,970
38,69.23076923076923,368,970
39,69.23076923076923,378,970
40,69.23076923076923,388,970
41,76.92307692307693,397,970
42,76.92307692307693,407,970
43,80.76923076923077,417,970
44,80.76923076923077,426,970
45,80.76923076923077,436,970
46,80.76923076923077,446,970
47,80.76923076923077,455,970
48,80.76923076923077,465,970
49,80.76923076923077,475,970
50,80.76923076923077,484,970
51,80.76923076923077,494,970
52,80.76923076923077,504,970
53,80.76923076923077,514,970
54,80.76923076923077,523,970
55,80.76923076923077,533,970
56,80.76923076923077,543,970
57,80.76923076923077,552,970
58,80.76923076923077,562,970
59,80.76923076923077,572,970
60,80.76923076923077,582,970
61,80.76923076923077,591,970
62,80.76923076923077,601,970
63,80.76923076923077,611,970
64,80.76923076923077,620,970
65,80.76923076923077,630,970
66,80.76923076923077,640,970
67,80.76923076923077,649,970
68,80.76923076923077,659,970
69,84.61538461538461,669,970
70,84.61538461538461,679,970
71,84.61538461538461,688,970
72,84.61538461538461,698,970
73,84.61538461538461,708,970
74,88.46153846153845,717,970
75,92.3076923076923,727,970
76,92.3076923076923,737,970
77,96.15384615384616,746,970
78,100.0,756,970
79,100.0,766,970
80,100.0,776,970
81,100.0,785,970
82,100.0,795,970
83,100.0,805,970
84,100.0,814,970
85,100.0,824,970
86,100.0,834,970
87,100.0,843,970
88,100.0,853,970
89,100.0,863,970
90,100.0,872,970
91,100.0,882,970
92,100.0,892,970
93,100.0,902,970
94,100.0,911,970
95,100.0,921,970
96,100.0,931,970
97,100.0,940,970
98,100.0,950,970
99,100.0,960,970
