% of Docs Looked at,% of Docs Returned,Number of Documents,Total Number of Documents	Sample Rate:10
1,4.3478260869565215,1,114
2,8.695652173913043,2,114
3,8.695652173913043,3,114
4,13.043478260869565,4,114
5,13.043478260869565,5,114
6,13.043478260869565,6,114
7,13.043478260869565,7,114
8,17.391304347826086,9,114
9,17.391304347826086,10,114
10,17.391304347826086,11,114
11,21.73913043478261,12,114
12,26.08695652173913,13,114
13,26.08695652173913,14,114
14,26.08695652173913,15,114
15,34.78260869565217,17,114
16,39.130434782608695,18,114
17,39.130434782608695,19,114
18,39.130434782608695,20,114
19,39.130434782608695,21,114
20,39.130434782608695,22,114
21,43.47826086956522,23,114
22,47.82608695652174,25,114
23,47.82608695652174,26,114
24,47.82608695652174,27,114
25,52.17391304347826,28,114
26,52.17391304347826,29,114
27,56.52173913043478,30,114
28,60.86956521739131,31,114
29,65.21739130434783,33,114
30,65.21739130434783,34,114
31,65.21739130434783,35,114
32,65.21739130434783,36,114
33,65.21739130434783,37,114
34,69.56521739130434,38,114
35,69.56521739130434,39,114
36,69.56521739130434,41,114
37,69.56521739130434,42,114
38,69.56521739130434,43,114
39,69.56521739130434,44,114
40,73.91304347826086,45,114
41,73.91304347826086,46,114
42,73.91304347826086,47,114
43,78.26086956521739,49,114
44,78.26086956521739,50,114
45,82.6086956521739,51,114
46,82.6086956521739,52,114
47,86.95652173913044,53,114
48,86.95652173913044,54,114
49,91.30434782608695,55,114
50,91.30434782608695,56,114
51,91.30434782608695,58,114
52,91.30434782608695,59,114
53,91.30434782608695,60,114
54,95.65217391304348,61,114
55,95.65217391304348,62,114
56,95.65217391304348,63,114
57,95.65217391304348,64,114
58,95.65217391304348,66,114
59,95.65217391304348,67,114
60,95.65217391304348,68,114
61,95.65217391304348,69,114
62,95.65217391304348,70,114
63,95.65217391304348,71,114
64,95.65217391304348,72,114
65,95.65217391304348,74,114
66,95.65217391304348,75,114
67,95.65217391304348,76,114
68,95.65217391304348,77,114
69,95.65217391304348,78,114
70,95.65217391304348,79,114
71,95.65217391304348,80,114
72,95.65217391304348,82,114
73,95.65217391304348,83,114
74,95.65217391304348,84,114
75,95.65217391304348,85,114
76,95.65217391304348,86,114
77,95.65217391304348,87,114
78,100.0,88,114
79,100.0,90,114
80,100.0,91,114
81,100.0,92,114
82,100.0,93,114
83,100.0,94,114
84,100.0,95,114
85,100.0,96,114
86,100.0,98,114
87,100.0,99,114
88,100.0,100,114
89,100.0,101,114
90,100.0,102,114
91,100.0,103,114
92,100.0,104,114
93,100.0,106,114
94,100.0,107,114
95,100.0,108,114
96,100.0,109,114
97,100.0,110,114
98,100.0,111,114
99,100.0,112,114
