% of Docs Looked at,% of Docs Returned,Number of Documents,Total Number of Documents	Sample Rate:10
1,5.0,65,6531
2,9.347826086956522,130,6531
3,13.91304347826087,195,6531
4,18.043478260869566,261,6531
5,21.086956521739133,326,6531
6,25.217391304347824,391,6531
7,28.043478260869563,457,6531
8,31.73913043478261,522,6531
9,36.08695652173913,587,6531
10,39.78260869565217,653,6531
11,42.82608695652174,718,6531
12,45.869565217391305,783,6531
13,49.130434782608695,849,6531
14,51.73913043478261,914,6531
15,54.347826086956516,979,6531
16,55.869565217391305,1044,6531
17,59.34782608695652,1110,6531
18,60.86956521739131,1175,6531
19,61.52173913043478,1240,6531
20,64.78260869565217,1306,6531
21,66.73913043478261,1371,6531
22,69.34782608695652,1436,6531
23,70.86956521739131,1502,6531
24,72.82608695652173,1567,6531
25,73.69565217391305,1632,6531
26,74.78260869565217,1698,6531
27,76.30434782608695,1763,6531
28,78.04347826086956,1828,6531
29,79.34782608695652,1893,6531
30,80.21739130434783,1959,6531
31,81.52173913043478,2024,6531
32,83.69565217391305,2089,6531
33,84.34782608695653,2155,6531
34,85.43478260869564,2220,6531
35,86.73913043478261,2285,6531
36,87.82608695652175,2351,6531
37,88.69565217391305,2416,6531
38,89.56521739130436,2481,6531
39,90.21739130434783,2547,6531
40,90.65217391304347,2612,6531
41,91.30434782608695,2677,6531
42,91.73913043478261,2743,6531
43,92.6086956521739,2808,6531
44,93.69565217391305,2873,6531
45,93.91304347826087,2938,6531
46,94.78260869565217,3004,6531
47,95.0,3069,6531
48,95.65217391304348,3134,6531
49,96.08695652173913,3200,6531
50,96.30434782608695,3265,6531
51,96.30434782608695,3330,6531
52,96.52173913043478,3396,6531
53,96.52173913043478,3461,6531
54,96.73913043478261,3526,6531
55,96.95652173913044,3592,6531
56,97.17391304347827,3657,6531
57,97.82608695652173,3722,6531
58,97.82608695652173,3787,6531
59,97.82608695652173,3853,6531
60,98.04347826086956,3918,6531
61,98.04347826086956,3983,6531
62,98.04347826086956,4049,6531
63,98.26086956521739,4114,6531
64,98.47826086956522,4179,6531
65,98.91304347826086,4245,6531
66,99.1304347826087,4310,6531
67,99.1304347826087,4375,6531
68,99.34782608695653,4441,6531
69,99.56521739130434,4506,6531
70,99.56521739130434,4571,6531
71,99.56521739130434,4637,6531
72,99.56521739130434,4702,6531
73,99.78260869565217,4767,6531
74,99.78260869565217,4832,6531
75,99.78260869565217,4898,6531
76,99.78260869565217,4963,6531
77,99.78260869565217,5028,6531
78,99.78260869565217,5094,6531
79,99.78260869565217,5159,6531
80,99.78260869565217,5224,6531
81,99.78260869565217,5290,6531
82,99.78260869565217,5355,6531
83,99.78260869565217,5420,6531
84,99.78260869565217,5486,6531
85,100.0,5551,6531
86,100.0,5616,6531
87,100.0,5681,6531
88,100.0,5747,6531
89,100.0,5812,6531
90,100.0,5877,6531
91,100.0,5943,6531
92,100.0,6008,6531
93,100.0,6073,6531
94,100.0,6139,6531
95,100.0,6204,6531
96,100.0,6269,6531
97,100.0,6335,6531
98,100.0,6400,6531
99,100.0,6465,6531
