% of Docs Looked at,% of Docs Returned,Number of Documents,Total Number of Documents	Sample Rate:10
1,9.090909090909092,7,791
2,18.181818181818183,15,791
3,27.27272727272727,23,791
4,33.76623376623377,31,791
5,38.961038961038966,39,791
6,44.15584415584416,47,791
7,45.45454545454545,55,791
8,48.05194805194805,63,791
9,51.94805194805194,71,791
10,57.14285714285714,79,791
11,58.44155844155844,87,791
12,61.038961038961034,94,791
13,61.038961038961034,102,791
14,62.33766233766234,110,791
15,64.93506493506493,118,791
16,66.23376623376623,126,791
17,67.53246753246754,134,791
18,71.42857142857143,142,791
19,72.72727272727273,150,791
20,72.72727272727273,158,791
21,72.72727272727273,166,791
22,74.02597402597402,174,791
23,74.02597402597402,181,791
24,74.02597402597402,189,791
25,75.32467532467533,197,791
26,76.62337662337663,205,791
27,79.22077922077922,213,791
28,81.81818181818183,221,791
29,81.81818181818183,229,791
30,83.11688311688312,237,791
31,84.4155844155844,245,791
32,84.4155844155844,253,791
33,85.71428571428571,261,791
34,85.71428571428571,268,791
35,87.01298701298701,276,791
36,88.31168831168831,284,791
37,89.6103896103896,292,791
38,89.6103896103896,300,791
39,89.6103896103896,308,791
40,90.9090909090909,316,791
41,90.9090909090909,324,791
42,90.9090909090909,332,791
43,92.20779220779221,340,791
44,92.20779220779221,348,791
45,92.20779220779221,355,791
46,92.20779220779221,363,791
47,93.5064935064935,371,791
48,93.5064935064935,379,791
49,96.1038961038961,387,791
50,96.1038961038961,395,791
51,96.1038961038961,403,791
52,96.1038961038961,411,791
53,96.1038961038961,419,791
54,96.1038961038961,427,791
55,96.1038961038961,435,791
56,96.1038961038961,442,791
57,96.1038961038961,450,791
58,96.1038961038961,458,791
59,96.1038961038961,466,791
60,96.1038961038961,474,791
61,96.1038961038961,482,791
62,96.1038961038961,490,791
63,96.1038961038961,498,791
64,96.1038961038961,506,791
65,96.1038961038961,514,791
66,96.1038961038961,522,791
67,96.1038961038961,529,791
68,96.1038961038961,537,791
69,96.1038961038961,545,791
70,96.1038961038961,553,791
71,96.1038961038961,561,791
72,97.40259740259741,569,791
73,97.40259740259741,577,791
74,97.40259740259741,585,791
75,97.40259740259741,593,791
76,97.40259740259741,601,791
77,97.40259740259741,609,791
78,97.40259740259741,616,791
79,97.40259740259741,624,791
80,98.7012987012987,632,791
81,98.7012987012987,640,791
82,98.7012987012987,648,791
83,98.7012987012987,656,791
84,98.7012987012987,664,791
85,98.7012987012987,672,791
86,98.7012987012987,680,791
87,98.7012987012987,688,791
88,98.7012987012987,696,791
89,98.7012987012987,703,791
90,100.0,711,791
91,100.0,719,791
92,100.0,727,791
93,100.0,735,791
94,100.0,743,791
95,100.0,751,791
96,100.0,759,791
97,100.0,767,791
98,100.0,775,791
99,100.0,783,791
