% of Docs Looked at,% of Docs Returned,Number of Documents,Total Number of Documents	Sample Rate:10
1,25.0,20,2074
2,33.33333333333333,41,2074
3,37.5,62,2074
4,41.66666666666667,82,2074
5,45.83333333333333,103,2074
6,50.0,124,2074
7,50.0,145,2074
8,54.166666666666664,165,2074
9,62.5,186,2074
10,66.66666666666666,207,2074
11,70.83333333333334,228,2074
12,75.0,248,2074
13,83.33333333333334,269,2074
14,83.33333333333334,290,2074
15,83.33333333333334,311,2074
16,83.33333333333334,331,2074
17,87.5,352,2074
18,87.5,373,2074
19,87.5,394,2074
20,87.5,414,2074
21,87.5,435,2074
22,87.5,456,2074
23,91.66666666666666,477,2074
24,91.66666666666666,497,2074
25,91.66666666666666,518,2074
26,91.66666666666666,539,2074
27,91.66666666666666,559,2074
28,91.66666666666666,580,2074
29,91.66666666666666,601,2074
30,91.66666666666666,622,2074
31,91.66666666666666,642,2074
32,91.66666666666666,663,2074
33,91.66666666666666,684,2074
34,91.66666666666666,705,2074
35,91.66666666666666,725,2074
36,91.66666666666666,746,2074
37,91.66666666666666,767,2074
38,91.66666666666666,788,2074
39,95.83333333333334,808,2074
40,95.83333333333334,829,2074
41,95.83333333333334,850,2074
42,95.83333333333334,871,2074
43,95.83333333333334,891,2074
44,95.83333333333334,912,2074
45,95.83333333333334,933,2074
46,95.83333333333334,954,2074
47,95.83333333333334,974,2074
48,95.83333333333334,995,2074
49,95.83333333333334,1016,2074
50,95.83333333333334,1037,2074
51,95.83333333333334,1057,2074
52,95.83333333333334,1078,2074
53,95.83333333333334,1099,2074
54,95.83333333333334,1119,2074
55,95.83333333333334,1140,2074
56,95.83333333333334,1161,2074
57,95.83333333333334,1182,2074
58,95.83333333333334,1202,2074
59,100.0,1223,2074
60,100.0,1244,2074
61,100.0,1265,2074
62,100.0,1285,2074
63,100.0,1306,2074
64,100.0,1327,2074
65,100.0,1348,2074
66,100.0,1368,2074
67,100.0,1389,2074
68,100.0,1410,2074
69,100.0,1431,2074
70,100.0,1451,2074
71,100.0,1472,2074
72,100.0,1493,2074
73,100.0,1514,2074
74,100.0,1534,2074
75,100.0,1555,2074
76,100.0,1576,2074
77,100.0,1596,2074
78,100.0,1617,2074
79,100.0,1638,2074
80,100.0,1659,2074
81,100.0,1679,2074
82,100.0,1700,2074
83,100.0,1721,2074
84,100.0,1742,2074
85,100.0,1762,2074
86,100.0,1783,2074
87,100.0,1804,2074
88,100.0,1825,2074
89,100.0,1845,2074
90,100.0,1866,2074
91,100.0,1887,2074
92,100.0,1908,2074
93,100.0,1928,2074
94,100.0,1949,2074
95,100.0,1970,2074
96,100.0,1991,2074
97,100.0,2011,2074
98,100.0,2032,2074
99,100.0,2053,2074
