-10.5016973021	-24.0095979763	3.00620337214
-6.40008369821	-13.3201707072	0.520003310769
-2.71089261348	-5.10956673316	-0.312218493803
2.13731254917e-11	-3.91732032192e-05	3.91732459655e-05
1.60379694825	0.888850155001	2.31874374151
2.41960116996	1.94400789491	2.89519444502
2.99999999992	2.99993455823	3.00006544161
3.79658701588	3.53699873748	4.05617529428
4.89710222021	4.69088214682	5.1033222936
6.00000000018	5.99991418803	6.00008581233
6.65155612146	6.50788028247	6.79523196045
6.59592552896	6.47136954997	6.72048150795
5.9999999997	5.9999153824	6.000084617
5.38731885501	5.28831851279	5.48631919722
5.31299762519	5.22273908808	5.4032561623
6.00000000043	5.99990839555	6.0000916053
7.19475611926	7.11711277433	7.27239946419
8.34905961648	8.27602884615	8.42209038681
8.99999999947	8.99987172626	9.00012827269
9.07585849777	9.0098100574	9.14190693814
8.91473853013	8.85135221441	8.97812484585
9.00000000059	8.99984737847	9.00015262271
9.62351445715	9.56428462827	9.68274428604
10.7248246047	10.6672231748	10.7824260345
11.9999999994	11.9998418456	12.0001581532
13.1604928635	13.1054865195	13.2154992076
14.1233439933	14.0693728429	14.1773151437
15.0000000006	14.9998569331	15.000143068
15.9345572775	15.8822586753	15.9868558797
16.9602395653	16.9086162647	17.0118628659
17.9999999995	17.9999008898	18.0000991091
18.9851980693	18.9346760239	19.0357201147
19.9515723962	19.9014986649	20.0016461276
21.0000000005	20.999974418	21.0000255829
22.1512691399	22.1019311286	22.2006071511
23.2434259768	23.1943891266	23.292462827
23.9999999996	23.9999999996	23.9999999996
24.2472130075	24.1986725691	24.2957534458
24.1091754042	24.060838945	24.1575118635
24.0000000002	24.0000000002	24.0000000002
24.3823346374	24.3343354119	24.4303338628
25.4543410997	25.4064808212	25.5022013783
27.0	27.0	27.0
28.5230647617	28.475434721	28.5706948023
29.569564092	29.5220291026	29.6170990814
29.9999999998	29.9999999998	29.9999999998
30.0171791806	29.9698018173	30.0645565439
29.9523928979	29.9050806494	29.9997051464
