0	1	0	
0	2	1	
0	2	2	
0	2	3	
0	3	3	
1	3	3	
2	4	4	
3	4	4	
3	4	4	
3	5	4	
3	5	5	
4	5	5	
4	5	5	
4	5	6	
5	5	7	
6	6	7	
7	7	7	
8	7	7	
9	7	7	
9	8	8	
9	8	8	
10	8	9	
10	8	9	
10	8	9	
11	8	9	
11	8	9	
11	8	9	
11	8	9	
11	8	9	
11	8	9	
11	8	9	
11	8	10	
11	8	11	
11	8	11	
11	8	11	
11	8	11	
12	8	12	
12	8	12	
12	8	12	
12	8	12	
12	8	12	
12	8	12	
12	8	12	
12	8	12	
12	8	12	
12	8	12	
12	8	12	
12	8	12	
12	8	12	
12	8	12	
12	8	12	
12	9	12	
12	10	12	
12	10	12	
13	10	12	
13	10	12	
13	10	12	
13	10	12	
13	10	12	
13	10	12	
13	11	13	
13	11	13	
13	11	13	
13	11	14	
13	11	14	
13	11	14	
13	11	14	
13	11	14	
13	11	14	
13	11	14	
13	11	14	
13	11	15	
13	11	15	
13	11	15	
13	11	15	
13	11	15	
13	11	15	
13	11	15	
13	12	15	
13	12	15	
13	12	15	
13	12	15	
13	12	15	
13	12	15	
13	12	15	
13	12	15	
13	12	15	
13	12	15	
13	12	15	
13	12	15	
13	12	15	
13	13	15	
13	13	15	
13	13	15	
13	13	15	
13	13	15	
13	13	15	
13	13	16	
14	13	16	
14	13	16	
15	13	16	
15	13	16	
15	13	16	
15	13	16	
15	13	16	
15	13	16	
15	13	16	
15	13	16	
15	13	16	
15	13	16	
15	13	16	
15	13	17	
15	13	17	
16	13	17	
16	13	17	
16	13	17	
16	13	17	
16	13	17	
16	13	17	
16	13	17	
16	13	17	
16	13	17	
16	13	17	
16	13	17	
16	13	17	
16	13	17	
16	13	17	
16	13	18	
16	13	18	
16	13	18	
16	13	18	
16	13	18	
16	14	18	
16	14	18	
16	14	18	
16	14	18	
16	14	18	
16	14	18	
16	14	18	
16	14	18	
16	14	18	
16	14	18	
16	14	18	
16	14	18	
16	14	18	
16	14	18	
16	14	18	
16	15	18	
16	15	18	
16	15	18	
16	15	18	
16	15	18	
16	15	18	
16	15	18	
16	15	18	
16	15	18	
16	15	18	
16	15	18	
16	15	18	
16	15	18	
16	15	18	
16	15	18	
16	15	18	
16	15	18	
16	15	18	
16	15	18	
16	15	18	
16	15	18	
16	15	18	
16	15	18	
16	15	18	
16	15	18	
16	15	18	
16	15	18	
16	15	18	
16	15	18	
16	15	18	
16	15	18	
16	15	18	
16	15	18	
16	15	18	
16	15	18	
16	15	18	
16	16	18	
16	16	18	
16	16	18	
16	16	18	
16	16	18	
16	16	18	
16	16	18	
16	16	18	
16	16	18	
16	16	18	
17	16	18	
17	16	18	
17	16	18	
17	16	18	
17	16	18	
17	16	18	
17	16	18	
17	16	18	
17	16	18	
17	16	18	
17	16	18	
17	16	18	
17	16	18	
17	17	18	
17	17	19	
17	17	20	
17	17	20	
17	17	20	
17	17	20	
17	17	20	
17	17	20	
17	17	20	
17	17	20	
17	17	20	
17	17	20	
17	17	20	
17	17	20	
17	17	20	
17	17	20	
17	17	20	
17	17	20	
17	17	20	
17	17	20	
17	17	20	
17	17	20	
17	17	20	
17	17	20	
17	17	20	
17	17	20	
17	17	20	
17	17	20	
17	17	20	
17	17	20	
17	17	20	
17	17	20	
17	17	20	
17	17	20	
17	17	20	
17	17	20	
17	17	20	
17	17	20	
17	17	20	
17	17	20	
17	17	20	
17	17	20	
17	17	20	
17	17	20	
17	17	20	
17	17	20	
17	17	20	
17	17	20	
17	17	20	
