recall,above 70,effort
0.5416666666666666,False,0.157184185149
0.5384615384615384,False,0.490721649485
0.6666666666666666,False,0.6875
0.7555555555555555,True,0.210526315789
0.6767676767676768,False,0.641762452107
0.7402597402597403,True,0.434892541087
0.6847826086956522,False,0.416099071207
0.64,False,0.239323843416
0.6442307692307693,False,0.295762853793
0.5869565217391305,False,0.278388278388
0.7391304347826086,True,0.0935708752905
0.75,True,0.484021543986
0.9,True,1.42566585956
0.7239130434782609,True,0.47619047619
0.6923076923076923,False,0.279306829766
0.6086956521739131,False,0.696997270246
0.7592592592592593,True,0.294085532302
0.7368421052631579,True,0.558756929804
0.5,False,0.0830670926518
0.6,False,0.787356321839
0.75,True,0.027972027972
0.6888888888888889,False,0.145713571607
0.5217391304347826,False,0.508771929825
0.723404255319149,True,0.386075949367
0.7272727272727273,True,0.622406639004
0.6,False,0.126730857405
0.8571428571428571,True,0.787234042553
0.8333333333333334,True,0.87573964497
0.693069306930693,False,0.32799852833
1.0,True,0.22603470001

0.6960115476876906,0.4666666666666667,0.43552859377
