recall,above 50,effort
0.4166666666666667,False,0.0877531340405
0.4230769230769231,False,0.298969072165
0.4166666666666667,False,0.40625
0.4666666666666667,False,0.0955553440563
0.47474747474747475,False,0.385057471264
0.6103896103896104,True,0.227560050569
0.532608695652174,True,0.226625386997
0.44,False,0.125444839858
0.46153846153846156,False,0.171495561882
0.34782608695652173,False,0.169544740973
0.5144927536231884,True,0.0356312935709
0.48214285714285715,False,0.267145421903
0.7,True,1.04600484262
0.5217391304347826,True,0.282039503904
0.5192307692307693,True,0.161060142712
0.43478260869565216,False,0.405095541401
0.5370370370370371,True,0.148498635123
0.543859649122807,True,0.311236042789
0.0,False,0.0575079872204
0.5,False,0.367816091954
0.75,True,0.013986013986
0.4888888888888889,False,0.0727318170457
0.34782608695652173,False,0.298245614035
0.5106382978723404,True,0.227848101266
0.45454545454545453,False,0.390041493776
0.3333333333333333,False,0.0786795048143
0.7142857142857143,True,0.36170212766
0.6666666666666666,True,0.544378698225
0.5247524752475248,True,0.182487122884
0.3333333333333333,False,0.15140060095

0.48225807695926787,0.43333333333333335,0.253259739988
