recall,above 99,effort
0.9166666666666666,False,0.594449047225
1.0,True,0.123828647925
1.0,True,0.0581395348837
0.9777777777777777,False,0.414536495226
1.0,True,0.0619756427605
0.987012987012987,False,0.117647058824
1.0,True,0.202840909091
0.96,False,0.408465991317
0.9903846153846154,True,0.434596375618
1.0,True,0.835664335664
0.9130434782608695,False,0.745520801701
1.0,True,0.130357142857
1.0,True,0.0054012345679
0.9978260869565218,True,0.14795556606
1.0,True,0.866037735849
1.0,True,0.040515863958
0.9814814814814815,False,0.400772200772
0.9912280701754386,True,0.0643331488655
0.5,False,1.49180327869
0.95,False,0.0187319884726
1.0,True,19.4210526316
0.9777777777777777,False,0.852382435378
1.0,True,0.107954545455
1.0,True,0.258426966292
1.0,True,0.137755102041
0.9,False,0.752486678508
1.0,True,0.0434782608696
1.0,True,0.0327868852459
0.9702970297029703,False,0.255295646524
1.0,True,3.16730769231

0.9671165323732367,0.6333333333333333,1.07308332815
