recall,above 90,effort,number of docs,number of relevant
0.9166666666666666,True,0.275795564127,2074,24
1.0,True,0.826804123711,970,26
0.75,False,0.453125,64,12
0.9333333333333333,True,0.259541258209,10507,45
0.8888888888888888,False,0.561877394636,5220,99
0.8831168831168831,False,0.362831858407,791,77
0.967391304347826,True,0.493498452012,1615,92
0.88,False,0.249110320285,2248,25
0.8653846153846154,False,0.25674091442,5971,104
1.0,True,0.339089481947,1911,46
0.7971014492753623,False,0.0717273431448,6455,138
0.9821428571428571,True,0.705565529623,2785,56
0.9,False,0.903147699758,2065,10
0.9391304347826087,True,0.450773235339,6531,460
0.9807692307692307,True,0.310907237513,981,52
0.7391304347826086,False,0.471701546861,5495,23
0.8703703703703703,False,0.234394904459,5495,54
0.9385964912280702,True,0.587725462638,12807,114
1.0,True,0.688498402556,626,2
0.85,False,0.721264367816,348,20
0.25,False,0.0,1573,4
0.8888888888888888,False,0.206448387903,8002,45
0.9565217391304348,True,0.570175438596,114,23
0.9361702127659575,True,0.462025316456,316,47
1.0,True,0.485477178423,241,11
0.8333333333333334,False,0.133791838606,10905,30
0.2857142857142857,False,0.0106382978723,94,7
0.6666666666666666,False,0.224852071006,169,6
0.8762376237623762,False,0.35108535688,10872,202
0.0,False,9.69274013764e-05,10317,3

0.8258518570117087,0.43333333333333335,0.388957030353
