recall,above 70,effort,number of docs,number of relevant
0.75,True,0.45124497992,2075,24
0.8461538461538461,True,0.47751458977,971,26
0.75,True,0.435897435897,65,12
0.6444444444444445,False,0.340185255678,10508,45
0.7676767676767676,True,0.364744940305,5221,99
0.7792207792207793,True,0.459595959596,792,77
0.7282608695652174,True,0.423679867987,1616,92
0.72,True,0.380465392026,2249,25
0.6826923076923077,False,0.357669122572,5972,104
0.7608695652173914,True,0.388423988842,1912,46
0.7028985507246377,True,0.354089219331,6456,138
0.7678571428571429,True,0.396267049533,2786,56
0.9,True,0.366892545983,2066,10
0.6978260869565217,False,0.424678505818,6532,460
0.7307692307692307,True,0.401900882553,982,52
0.7407407407407407,True,0.369602134886,5496,54
0.631578947368421,False,0.376236592731,12804,114
0.9,True,0.67335243553,349,20
0.75,True,0.35959339263,1574,4
0.7777777777777778,True,0.363988504311,8003,45
0.782608695652174,True,0.43768115942,115,23
0.723404255319149,True,0.436382754995,317,47
0.8181818181818182,True,0.380165289256,242,11
0.8571428571428571,True,0.536842105263,95,7
0.8333333333333334,True,0.686274509804,170,6
0.6683168316831684,False,0.373739231736,10873,202

0.7581444172491432,0.8076923076923077,0.423734917168
