-7.67628210925	-13.9095949829	-1.4429692356
-5.03118085217	-8.34906068154	-1.7133010228
-2.29374802286	-3.48780603268	-1.09969001304
7.04858393874e-11	-2.04514881538e-05	2.04516291255e-05
1.55491533112	1.17271833789	1.93711232435
2.43530946536	2.17246836991	2.69815056081
2.99999999976	2.99997695018	3.00002304935
3.67603124764	3.52351349957	3.8285489957
4.70115009879	4.57656190958	4.82573828801
6.00000000048	5.99997349442	6.00002650654
7.28027743454	7.18898353126	7.37157133782
8.28279213211	8.20183247306	8.36375179116
8.99999999924	8.99997147525	9.00002852323
9.68981181212	9.62279875667	9.75682486757
10.6622910318	10.6000825189	10.7244995447
12.000000001	11.9999691745	12.0000308276
13.441193698	13.3859382505	13.4964491454
14.5402598121	14.4875469401	14.5929726842
14.9999999987	14.9999678372	15.0000321603
14.919984072	14.8711083694	14.9688597745
14.7550832192	14.7076622491	14.8025041893
15.0000000014	14.9999685209	15.0000314819
15.834574925	15.7894073515	15.8797424986
17.0005385255	16.9562447017	17.0448323492
17.9999999986	17.9999731582	18.0000268389
18.4552734027	18.4123555699	18.4981912356
18.3526798466	18.3103032351	18.3950564582
18.0000000014	17.9999799595	18.0000200432
17.7611846801	17.7196694736	17.8026998866
17.7960240976	17.7548508359	17.8371973594
17.9999999988	17.999982875	18.0000171225
18.1556992367	18.1150739547	18.1963245187
18.1382479252	18.0978414667	18.1786543836
18.0000000011	17.999981375	18.0000186271
17.8885599196	17.848505701	17.9286141382
17.8990972712	17.859184257	17.9390102855
17.9999999991	17.9999845061	18.000015492
18.0837476138	18.0440625545	18.1234326732
18.076667904	18.0370744566	18.1162613514
18.0000000008	17.9999818855	18.000018116
17.9352760921	17.8958308187	17.9747213655
17.9403565004	17.9009708736	17.9797421272
17.9999999994	17.9999774225	18.0000225763
18.0508757634	18.0115867297	18.0901647972
18.0470736235	18.0078235152	18.0863237318
18.0000000005	17.9999704008	18.0000296002
17.9595852276	17.9203982054	17.9987722497
17.9625092259	17.923347643	18.0016708089
17.9999999996	17.9999651281	18.0000348711
18.0323205227	17.9932001948	18.0714408505
18.0300315844	17.990927902	18.0691352669
18.0000000003	17.9999644384	18.0000355622
17.9740412112	17.9349645333	18.0131178892
17.9758539379	17.9367881583	18.0149197175
17.9999999997	17.9999725898	18.0000274096
18.0209073278	17.9818592341	18.0599554215
18.0194607828	17.9804198273	18.0585017384
18.0000000002	17.9999821996	18.0000178008
17.9831306766	17.9441013029	18.0221600504
17.9842907745	17.9452660744	18.0233154747
17.9999999998	17.9999736291	18.0000263706
18.0136272592	17.9746101415	18.052644377
18.0126938439	17.9736797874	18.0517079005
18.0000000001	17.9999634122	18.0000365881
17.9889832461	17.9499741602	18.0279923321
17.9897358807	17.9507288015	18.02874296
17.9999999999	17.9999646133	18.0000353864
18.0089108166	17.9699069965	18.0479146366
18.0083030984	17.9693005933	18.0473056034
18.0000000001	17.9999625162	18.0000374839
17.9927901749	17.953789803	18.0317905468
17.9932813305	17.9542818201	18.0322808409
17.9999999999	17.9999585341	18.0000414657
18.0058348027	17.9668366918	18.0448329136
18.005437614	17.9664400679	18.04443516
