0	0	0	
0	1	0	
0	2	0	
0	3	0	
0	3	1	
0	3	2	
1	4	3	
2	5	3	
3	6	4	
3	6	4	
4	6	5	
5	6	6	
5	6	7	
6	7	8	
7	8	8	
8	9	9	
8	10	10	
8	11	11	
9	12	11	
10	12	12	
11	12	13	
12	12	13	
13	13	13	
14	14	14	
14	15	15	
15	16	16	
16	17	16	
16	18	17	
17	19	17	
17	20	17	
17	21	18	
18	22	19	
18	22	20	
18	22	21	
19	23	22	
20	23	23	
20	24	24	
20	24	25	
20	24	25	
21	25	26	
21	25	27	
21	26	27	
22	26	28	
22	27	28	
23	28	29	
23	29	30	
23	29	31	
23	29	31	
23	30	32	
23	31	33	
24	32	34	
24	33	34	
24	33	35	
25	33	35	
25	33	35	
26	33	35	
26	34	35	
26	34	36	
27	34	37	
28	35	37	
28	35	37	
29	36	37	
30	37	38	
30	37	38	
30	38	39	
31	38	39	
31	39	39	
32	40	39	
32	40	40	
33	40	40	
33	40	40	
34	40	40	
34	40	40	
34	41	41	
34	41	42	
34	42	43	
34	42	44	
35	42	45	
36	42	46	
36	42	46	
36	42	46	
37	43	46	
37	44	46	
38	44	46	
38	45	46	
39	45	46	
40	45	46	
41	45	47	
42	45	47	
42	46	48	
43	47	48	
43	48	49	
44	49	49	
44	50	50	
45	51	50	
46	51	51	
46	52	51	
46	53	51	
46	53	51	
46	53	51	
47	54	51	
48	54	51	
48	55	51	
48	55	51	
48	55	51	
48	56	51	
48	56	51	
48	56	52	
48	56	52	
49	57	53	
49	57	53	
49	57	53	
50	57	53	
51	57	54	
52	58	55	
53	59	55	
53	59	55	
54	59	55	
55	59	55	
55	59	56	
55	60	56	
55	61	56	
55	62	57	
56	63	57	
57	63	57	
58	63	57	
58	63	58	
59	63	58	
60	64	58	
60	64	59	
60	64	59	
60	64	59	
60	65	60	
60	65	60	
60	65	60	
60	65	60	
61	66	61	
61	67	61	
61	67	62	
62	68	62	
62	68	62	
62	68	63	
62	68	64	
62	68	64	
62	68	64	
63	69	64	
63	69	65	
64	70	66	
64	71	67	
64	71	68	
64	71	69	
65	72	69	
66	72	69	
67	72	69	
67	73	70	
67	73	70	
68	73	70	
69	73	70	
70	73	71	
70	73	71	
70	73	72	
70	73	72	
70	74	72	
70	74	72	
70	74	73	
70	74	73	
71	74	74	
71	74	75	
72	75	76	
72	75	76	
72	75	77	
72	76	77	
72	77	77	
72	78	78	
73	78	79	
73	79	79	
74	80	80	
75	80	80	
75	81	80	
76	82	81	
77	83	81	
77	83	81	
77	83	81	
77	84	81	
77	85	81	
77	85	81	
78	85	82	
78	85	82	
78	85	82	
78	85	83	
78	86	83	
79	86	84	
79	87	85	
80	87	85	
80	87	85	
81	87	85	
81	87	85	
82	88	85	
82	88	85	
82	88	85	
83	89	85	
83	89	85	
84	89	86	
84	89	87	
85	90	87	
85	90	87	
86	90	87	
87	91	87	
87	92	88	
87	93	88	
87	94	89	
87	94	89	
87	94	89	
87	94	90	
87	95	90	
87	95	90	
87	95	91	
87	96	91	
88	97	91	
88	97	92	
88	98	92	
88	98	92	
88	99	92	
88	99	92	
88	99	93	
88	99	93	
88	99	93	
89	99	94	
89	100	95	
89	100	95	
89	100	95	
90	100	95	
90	100	95	
90	100	95	
90	100	96	
91	101	96	
92	101	96	
92	101	96	
92	101	96	
92	101	96	
92	102	97	
93	102	98	
93	102	98	
93	102	98	
93	102	98	
93	102	98	
93	102	98	
93	102	98	
94	102	98	
95	103	98	
95	103	98	
95	103	99	
95	103	99	
95	103	99	
95	103	100	
95	104	100	
95	104	101	
95	104	101	
95	104	101	
95	104	101	
95	104	101	
95	104	101	
96	104	101	
96	104	101	
96	104	101	
96	104	101	
96	104	101	
97	104	101	
97	104	101	
97	104	101	
98	104	102	
98	104	102	
98	105	103	
98	105	103	
98	105	103	
99	105	103	
99	105	104	
100	106	104	
100	106	105	
100	106	105	
100	106	105	
100	106	106	
101	106	106	
101	106	106	
101	106	107	
101	106	107	
101	106	107	
101	106	107	
101	107	107	
101	107	107	
101	107	107	
101	107	107	
101	107	107	
101	108	107	
101	108	107	
101	108	107	
102	108	108	
103	109	109	
103	109	109	
103	109	109	
103	109	109	
103	109	109	
103	109	109	
103	110	109	
103	111	109	
103	111	109	
103	112	109	
103	112	109	
103	112	109	
103	113	109	
103	113	110	
103	113	110	
103	113	110	
103	113	110	
103	113	110	
103	113	110	
103	113	110	
103	113	110	
103	113	111	
104	113	112	
104	113	112	
104	114	112	
104	114	112	
104	114	112	
104	115	113	
104	116	113	
104	116	113	
104	116	113	
105	116	113	
105	116	113	
105	116	113	
105	116	113	
106	116	113	
107	116	113	
107	116	113	
108	116	113	
108	116	113	
108	116	113	
109	116	113	
109	117	113	
109	117	113	
109	117	114	
109	117	114	
109	117	115	
110	117	115	
110	118	115	
111	118	115	
112	118	115	
112	118	115	
112	118	115	
112	118	115	
113	118	115	
113	118	115	
113	119	116	
114	119	116	
114	119	116	
114	119	116	
114	119	116	
114	120	116	
114	120	116	
114	121	117	
114	121	117	
114	121	117	
114	121	117	
114	122	117	
115	122	117	
115	122	117	
115	122	117	
116	122	117	
116	122	118	
116	123	118	
116	123	118	
116	123	118	
116	123	118	
116	123	118	
116	124	118	
116	124	118	
116	125	118	
116	125	118	
116	125	118	
117	125	118	
117	125	118	
118	125	118	
118	126	118	
118	127	118	
118	127	118	
118	127	118	
118	127	118	
118	127	118	
118	127	118	
118	127	118	
118	127	118	
118	127	118	
118	127	118	
118	127	118	
118	127	118	
118	128	118	
118	128	118	
119	128	118	
119	128	118	
119	128	118	
119	128	118	
119	128	118	
119	128	118	
119	128	118	
119	128	118	
119	128	118	
119	129	118	
119	129	118	
119	129	118	
120	129	118	
120	129	118	
121	129	119	
121	130	120	
121	130	120	
121	130	120	
121	130	120	
121	131	120	
121	132	120	
121	132	120	
121	132	120	
121	133	120	
121	133	120	
122	133	120	
122	133	120	
122	133	120	
122	133	120	
122	133	120	
122	133	121	
123	133	121	
123	133	121	
123	134	121	
123	134	121	
123	135	121	
123	135	121	
123	135	122	
123	135	122	
123	135	122	
123	135	122	
123	136	122	
123	136	122	
123	136	122	
123	136	122	
123	136	123	
123	136	123	
123	136	123	
123	136	124	
123	136	124	
123	136	124	
123	137	124	
123	137	124	
123	137	124	
123	137	124	
123	137	124	
123	137	124	
123	137	124	
123	137	124	
123	137	124	
123	137	124	
123	137	124	
124	137	124	
125	137	124	
125	137	124	
125	137	124	
126	138	124	
126	138	124	
126	138	124	
126	138	124	
126	138	124	
126	138	124	
126	139	124	
126	139	124	
127	140	124	
127	140	125	
127	140	125	
127	140	125	
127	140	125	
127	140	125	
127	140	125	
127	140	125	
128	140	125	
128	140	125	
128	140	125	
128	140	125	
128	140	125	
128	140	125	
128	140	126	
128	140	126	
128	140	127	
128	140	127	
128	140	128	
128	140	128	
128	140	128	
128	140	128	
128	140	128	
128	140	128	
128	141	128	
128	142	128	
128	142	128	
128	142	128	
128	142	128	
128	142	128	
128	142	128	
128	142	128	
128	142	128	
128	143	128	
128	143	129	
128	143	129	
129	143	129	
129	143	130	
129	144	130	
129	144	130	
130	144	130	
130	145	130	
130	145	130	
130	145	131	
131	145	131	
132	145	131	
132	145	131	
132	145	131	
133	145	131	
133	145	131	
133	145	132	
133	145	133	
133	145	134	
133	145	134	
133	145	134	
133	145	134	
133	145	134	
133	145	134	
133	145	134	
133	145	134	
133	145	134	
133	145	134	
