recall,above 99,effort
1.0,True,0.639826422372
1.0,True,0.979381443299
1.0,True,0.828125
0.9777777777777777,False,0.526125440183
1.0,True,0.905172413793
0.974025974025974,False,0.714285714286
1.0,True,0.865634674923
0.96,False,0.497775800712
0.9807692307692307,False,0.507285211857
1.0,True,0.65096807954
0.8623188405797102,False,0.147792408985
1.0,True,0.96157989228
1.0,True,0.989830508475
0.9978260869565218,True,0.820395039045
1.0,True,0.624872579001
1.0,True,0.832211101001
0.9814814814814815,False,0.483166515014
0.9912280701754386,True,0.921683454361
1.0,True,0.948881789137
0.95,False,0.962643678161
0.25,False,0.0
1.0,True,0.429142714321
1.0,True,0.90350877193
1.0,True,0.835443037975
1.0,True,0.834024896266
0.9333333333333333,False,0.256946354883
0.2857142857142857,False,0.0106382978723
0.8333333333333334,False,0.431952662722
0.9801980198019802,False,0.68993745401
0.0,False,9.69274013764e-05

0.8986002144649688,0.5666666666666667,0.63997760946
