recall,above 70,effort,number of docs,number of relevant
0.5833333333333334,False,0.805301204819,2075,24
0.9230769230769231,True,0.977342945417,971,26
0.9166666666666666,True,0.928205128205,65,12
0.7555555555555555,True,0.87780738485,10508,45
0.4444444444444444,False,0.639660346038,5221,99
0.6233766233766234,False,0.718013468013,792,77
0.717391304347826,True,0.785891089109,1616,92
0.8,True,0.838150289017,2249,25
0.6057692307692307,False,0.777517302969,5972,104
0.6521739130434783,False,0.73570432357,1912,46
0.6956521739130435,False,0.810925237505,6456,138
0.6071428571428571,False,0.743479301268,2786,56
0.691304347826087,False,0.790977750561,6532,460
0.6538461538461539,False,0.818737270876,982,52
0.5740740740740741,False,0.684012615235,5496,54
0.6491228070175439,False,0.800176972725,12808,114
0.5,False,0.887293992557,627,2
0.85,True,0.858643744031,349,20
0.8,True,0.800741388646,8003,45
0.8260869565217391,True,0.884057971014,115,23
0.7659574468085106,True,0.854889589905,317,47
0.8181818181818182,True,0.859504132231,242,11
1.0,True,0.971929824561,95,7
0.8333333333333334,True,0.894117647059,170,6
0.7326732673267327,True,0.796744228824,10873,202

0.7207665292242389,0.52,0.82159300596
