recall,above 70,effort,number of docs,number of relevant
0.5416666666666666,False,0.399518072289,2075,24
0.6923076923076923,False,0.472021970477,971,26
0.9166666666666666,True,0.507692307692,65,12
0.7171717171717171,True,0.362446530039,5221,99
0.5324675324675324,False,0.410774410774,792,77
0.6956521739130435,False,0.420792079208,1616,92
0.52,False,0.354379724322,2249,25
0.6923076923076923,False,0.359343603483,5972,104
0.6956521739130435,False,0.382147838215,1912,46
0.6231884057971014,False,0.348616274267,6456,138
0.6785714285714286,False,0.383106006222,2786,56
0.6978260869565217,False,0.425392937334,6532,460
0.7307692307692307,True,0.399185336049,982,52
0.6666666666666666,False,0.354924793789,5496,54
0.7192982456140351,True,0.391960845569,12804,114
1.0,True,0.528973950027,627,2
0.6,False,0.520534861509,349,20
0.5,False,0.350698856417,1574,4
0.6444444444444445,False,0.350493564913,8003,45
0.782608695652174,True,0.455072463768,115,23
0.5957446808510638,False,0.419558359621,317,47
0.7272727272727273,True,0.391184573003,242,11
0.8571428571428571,True,0.424561403509,95,7
1.0,True,0.741176470588,170,6
0.7524752475247525,True,0.393972837917,10873,202

0.7031960413070822,0.4,0.42194120284
