recall,above 70,effort,number of docs,number of relevant
0.5769230769230769,False,0.436426116838,970,26
0.7171717171717171,True,0.594969035306,5221,99
0.5974025974025974,False,0.498316498316,792,77
0.6847826086956522,False,0.644801980198,1616,92
0.8,True,0.56771992286,2247,25
0.6739130434782609,False,0.536368393511,1911,46
0.6521739130434783,False,0.428645187939,6456,138
0.7321428571428571,True,0.63149078727,2786,56
0.658695652173913,False,0.455909369259,6532,460
0.6346153846153846,False,0.553516819572,981,52
0.5185185185185185,False,0.485499332605,5494,54
0.5777777777777777,False,0.630212890055,8001,45
0.7391304347826086,True,0.739130434783,115,23
0.0,False,0.333333333333,170,6
0.5792079207920792,False,0.674362984086,10871,202

0.6094970335011947,0.26666666666666666,0.547380205729
