recall,above 70,effort,number of docs,number of relevant
0.9166666666666666,True,1.0,2075,24
0.8076923076923077,True,1.0,971,26
0.9166666666666666,True,1.0,65,12
0.9333333333333333,True,1.0,10508,45
0.9090909090909091,True,1.0,5221,99
0.9090909090909091,True,1.0,792,77
0.9239130434782609,True,1.0,1616,92
0.96,True,1.0,2249,25
0.9519230769230769,True,1.0,5972,104
1.0,True,1.0,1912,46
0.8623188405797102,True,1.0,6456,138
0.8928571428571429,True,1.0,2786,56
0.8,True,1.0,2066,10
0.9630434782608696,True,1.0,6532,460
0.9807692307692307,True,1.0,982,52
0.9130434782608695,True,1.0,5496,23
0.9259259259259259,True,1.0,5496,54
0.9035087719298246,True,1.0,12808,114
1.0,True,1.0,627,2
0.65,False,1.0,349,20
1.0,True,1.0,1574,4
0.9777777777777777,True,1.0,8003,45
0.9565217391304348,True,1.0,115,23
0.9361702127659575,True,1.0,317,47
1.0,True,1.0,242,11
0.9333333333333333,True,1.0,10906,30
0.8571428571428571,True,1.0,95,7
0.8333333333333334,True,1.0,170,6
0.900990099009901,True,1.0,10873,202
1.0,True,1.0,10318,3

0.9171704378006432,0.9666666666666667,1.0
