recall,above 70,effort,number of docs,number of relevant
0.75,True,0.909397590361,2075,24
0.9230769230769231,True,0.987641606591,971,26
0.8333333333333334,True,0.876923076923,65,12
0.7555555555555555,True,0.87780738485,10508,45
0.4444444444444444,False,0.646044819,5221,99
0.6233766233766234,False,0.718013468013,792,77
0.717391304347826,True,0.785478547855,1616,92
0.8,True,0.838150289017,2249,25
0.6057692307692307,False,0.77762893503,5972,104
0.6304347826086957,False,0.71059972106,1912,46
0.6884057971014492,False,0.810821974391,6456,138
0.6071428571428571,False,0.743479301268,2786,56
0.691304347826087,False,0.790875688916,6532,460
0.6538461538461539,False,0.818737270876,982,52
0.5740740740740741,False,0.684012615235,5496,54
0.631578947368421,False,0.790963980845,12808,114
0.5,False,0.887293992557,627,2
0.8,True,0.847182425979,349,20
0.8,True,0.800741388646,8003,45
0.8260869565217391,True,0.878260869565,115,23
0.7659574468085106,True,0.852786540484,317,47
0.8181818181818182,True,0.859504132231,242,11
1.0,True,0.971929824561,95,7
0.8333333333333334,True,0.894117647059,170,6
0.7277227722772277,True,0.795456635703,10873,202

0.7200406680797721,0.56,0.822153989081
