recall,above 70,effort,number of docs,number of relevant
0.8333333333333334,True,0.402088353414,2075,24
0.7692307692307693,True,0.463783041538,971,26
0.8333333333333334,True,0.487179487179,65,12
0.6767676767676768,False,0.35733895167,5221,99
0.7792207792207793,True,0.436868686869,792,77
0.7282608695652174,True,0.418729372937,1616,92
0.6,False,0.353490440196,2249,25
0.6346153846153846,False,0.361352980576,5972,104
0.6086956521739131,False,0.360878661088,1912,46
0.6666666666666666,False,0.351817430814,6456,138
0.48214285714285715,False,0.363005503709,2786,56
0.6869565217391305,False,0.425392937334,6532,460
0.7115384615384616,True,0.399864222675,982,52
0.6296296296296297,False,0.356380397865,5496,54
0.6754385964912281,False,0.390381011868,12808,114
1.0,True,0.663471778488,626,2
0.75,True,0.616045845272,349,20
0.782608695652174,True,0.449275362319,115,23
0.6808510638297872,False,0.444794952681,317,47
0.8181818181818182,True,0.393939393939,242,11
1.0,True,0.494736842105,95,7
0.8333333333333334,True,0.454901960784,170,6
0.698019801980198,False,0.381955302125,10873,202

0.7338619671489431,0.5217391304347826,0.427290126845
