recall,above 70,effort,number of docs,number of relevant
0.041666666666666664,False,0.200385542169,2075,24
0.6923076923076923,False,0.473532440783,971,26
0.16666666666666666,False,0.212307692308,65,12
0.5777777777777777,False,0.256566425581,10508,45
0.797979797979798,True,0.53280980655,5221,99
0.7142857142857143,True,0.344444444444,792,77
0.021739130434782608,False,0.200495049505,1616,92
0.04,False,0.2,2249,25
0.6346153846153846,False,0.313998660415,5972,104
0.5869565217391305,False,0.307112970711,1912,46
0.7028985507246377,True,0.233333333333,6456,138
0.7857142857142857,True,0.423115577889,2786,56
0.9,True,0.771151984511,2066,10
0.658695652173913,False,0.363992651562,6532,460
0.038461538461538464,False,0.200814663951,982,52
0.6086956521739131,False,0.473799126638,5496,23
0.7037037037037037,True,0.295924308588,5496,54
0.7368421052631579,True,0.431542785759,12808,114
0.5,False,0.234449760766,627,2
0.05,False,0.20229226361,349,20
0.25,False,0.2,1574,4
0.022222222222222223,False,0.200099962514,8003,45
0.043478260869565216,False,0.2,115,23
0.0425531914893617,False,0.202523659306,317,47
0.5454545454545454,False,0.371900826446,242,11
0.9,True,0.364019805612,10906,30
0.2857142857142857,False,0.208421052632,95,7
0.6666666666666666,False,0.425882352941,170,6
0.7178217821782178,True,0.340237285018,10873,202
1.0,True,0.290482651677,10318,3

0.48109725984278756,0.3333333333333333,0.315854569507
