recall,above 70,effort,number of docs,number of relevant
0.7916666666666666,True,0.393092369478,2075,24
0.5769230769230769,False,0.426707861311,971,26
0.9166666666666666,True,0.569230769231,65,12
0.7373737373737373,True,0.362574219498,5221,99
0.6363636363636364,False,0.402356902357,792,77
0.6956521739130435,False,0.416254125413,1616,92
0.84,True,0.402697495183,2249,25
0.6634615384615384,False,0.359678499665,5972,104
0.6521739130434783,False,0.36820083682,1912,46
0.7391304347826086,True,0.357083849649,6456,138
0.7142857142857143,True,0.391959798995,2786,56
0.6673913043478261,False,0.420391916718,6532,460
0.8269230769230769,True,0.415478615071,982,52
0.6296296296296297,False,0.361717612809,5496,54
0.5964912280701754,False,0.389496148241,12808,114
0.8,True,0.707736389685,349,20
0.8444444444444444,True,0.397059436045,8003,45
0.6521739130434783,False,0.44347826087,115,23
0.7659574468085106,True,0.482649842271,317,47
0.8181818181818182,True,0.399449035813,242,11
0.7142857142857143,True,0.452631578947,95,7
0.6881188118811881,False,0.382875011496,10873,202

0.7257861339134558,0.5454545454545454,0.422854571617
