recall,above 70,effort,number of docs,number of relevant
0.625,False,0.416224899598,2075,24
0.7692307692307693,True,0.483693786474,971,26
0.9166666666666666,True,0.528205128205,65,12
0.7171717171717171,True,0.363340356254,5221,99
0.6363636363636364,False,0.423400673401,792,77
0.6739130434782609,False,0.412128712871,1616,92
0.64,False,0.366236846006,2249,25
0.7115384615384616,True,0.359790131726,5972,104
0.6956521739130435,False,0.38179916318,1912,46
0.6594202898550725,False,0.350681536555,6456,138
0.6785714285714286,False,0.384063173008,2786,56
0.6934782608695652,False,0.423351704429,6532,460
0.7307692307692307,True,0.399864222675,982,52
0.6851851851851852,False,0.35807860262,5496,54
0.7719298245614035,True,0.39461626575,12804,114
0.5,False,0.498139287613,627,2
0.7,False,0.553008595989,349,20
0.5,False,0.34985175773,1574,4
0.6666666666666666,False,0.352492815194,8003,45
0.782608695652174,True,0.460869565217,115,23
0.5957446808510638,False,0.419558359621,317,47
0.7272727272727273,True,0.393939393939,242,11
0.7142857142857143,True,0.410526315789,95,7
0.7326732673267327,True,0.385511511696,10873,202

0.6885059350095631,0.4166666666666667,0.411223866898
