recall,above 70,effort
0.6666666666666666,False,2.80717488789
0.8076923076923077,True,0.442328042328
0.4166666666666667,False,0.742424242424
0.8,True,3.59495665879
0.6565656565656566,False,0.694669756663
0.7142857142857143,True,1.56038647343
0.7391304347826086,True,1.17843137255
0.64,False,2.15071507151
0.6153846153846154,False,1.78620928621
0.782608695652174,True,1.7174392936
0.6739130434782609,False,7.89226869455
0.8571428571428571,True,1.04822954823
0.9,True,0.182716049383
0.7282608695652174,True,1.13892709766
0.75,True,2.17060367454
0.43478260869565216,False,0.585210860774
0.6666666666666666,False,2.48899129544
0.7719298245614035,True,0.959991230955
1.0,True,5.93333333333
0.6,False,0.368237347295
0.25,False,52.4333333333
0.7777777777777778,True,4.18964514252
0.6521739130434783,False,0.675438596491
0.7872340425531915,True,1.3615819209
0.6363636363636364,False,0.807511737089
0.6,False,3.56214689266
0.14285714285714285,False,2.84848484848
0.5,False,2.04166666667
0.7227722772277227,True,1.65976882923
0.0,False,4.35274261603
