recall,above 70,effort,number of docs,number of relevant
0.625,False,0.390549662488,2074,24
0.8076923076923077,True,0.617182130584,970,26
0.3333333333333333,False,0.4375,64,12
0.8444444444444444,True,0.431426667936,10507,45
0.6060606060606061,False,0.519540229885,5220,99
0.7012987012987013,True,0.450484618626,791,77
0.75,True,0.519504643963,1615,92
0.72,True,0.423487544484,2248,25
0.6442307692307693,False,0.430246189918,5971,104
0.8478260869565217,True,0.468690040119,1911,46
0.6159420289855072,False,0.349341595662,6455,138
0.875,True,0.596648713345,2785,56
0.8,True,0.703309120258,2065,10
0.7326086956521739,True,0.495023732966,6531,460
0.8076923076923077,True,0.466530750934,981,52
0.4782608695652174,False,0.521989687595,5495,23
0.7037037037037037,True,0.412556869882,5495,54
0.8070175438596491,True,0.560448712943,12807,114
1.0,True,0.5303514377,626,2
0.75,True,0.726053639847,348,20
0.25,False,0.333333333333,1573,4
0.7333333333333333,True,0.385486961593,8002,45
0.6521739130434783,False,0.53216374269,114,23
0.7659574468085106,True,0.485232067511,316,47
0.7272727272727273,True,0.560165975104,241,11
0.7333333333333333,True,0.394345101635,10905,30
0.8571428571428571,True,0.553191489362,94,7
0.6666666666666666,False,0.431952662722,169,6
0.7178217821782178,True,0.450208486632,10872,202
0.3333333333333333,False,0.333591806404,10317,3

0.6962382263862565,0.6666666666666666,0.483684587204
