recall,above 70,effort,number of docs,number of relevant
0.875,True,0.414939759036,2075,24
0.7692307692307693,True,0.445245451425,971,26
0.8333333333333334,True,0.476923076923,65,12
0.6464646464646465,False,0.354019025729,5221,99
0.7532467532467533,True,0.420033670034,792,77
0.7717391304347826,True,0.441831683168,1616,92
0.56,False,0.348154735438,2249,25
0.625,False,0.360348292029,5972,104
0.5652173913043478,False,0.357740585774,1912,46
0.6666666666666666,False,0.351817430814,6456,138
0.4642857142857143,False,0.36085187844,2786,56
0.691304347826087,False,0.426005307206,6532,460
0.75,True,0.40393754243,982,52
0.6111111111111112,False,0.355288694808,5496,54
0.6578947368421053,False,0.389339995836,12808,114
1.0,True,0.552715654952,626,2
0.75,True,0.595033428844,349,20
0.9130434782608695,True,0.501449275362,115,23
0.7659574468085106,True,0.459516298633,317,47
0.9090909090909091,True,0.426997245179,242,11
1.0,True,0.473684210526,95,7
0.8333333333333334,True,0.435294117647,170,6
0.7475247524752475,True,0.391336337717,10873,202

0.7460628052484862,0.6086956521739131,0.423587117302
