recall,above 70,effort,number of docs,number of relevant
0.4444444444444444,False,0.646555576837,5221,99
0.0,False,0.333333333333,792,77
0.6521739130434783,False,0.730474198047,1912,46
0.5535714285714286,False,0.723378798756,2786,56
0.7407407407407407,True,0.778505579816,5496,54
0.0,False,0.333333333333,242,11
0.0,False,0.333333333333,170,6
0.0,False,0.333333333333,10873,202

0.2988663158500115,0.125,0.526530935849
